Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord,XCoord
Quintiles,QU3,AT,Austria,2024,3.4,5,3,Fim,941,3.4
Quintiles,QU3,BE,Belgium,2024,4.6,5,3,Inicio,939,18.2
Quintiles,QU3,BE,Belgium,2024,4.6,5,3,Fim,941,4.6
Quintiles,QU3,BG,Bulgaria,2024,11.1,5,3,Inicio,939,30.3
Quintiles,QU3,BG,Bulgaria,2024,11.1,5,3,Fim,941,11.1
Quintiles,QU3,CY,Cyprus,2024,2.1,5,3,Inicio,939,17.1
Quintiles,QU3,CY,Cyprus,2024,2.1,5,3,Fim,941,2.1
Quintiles,QU3,CZ,Czechia,2024,1.6,5,3,Inicio,939,11.3
Quintiles,QU3,CZ,Czechia,2024,1.6,5,3,Fim,941,1.6
Quintiles,QU3,DE,Germany,2024,5.8,5,3,Inicio,939,21.1
Quintiles,QU3,DE,Germany,2024,5.8,5,3,Fim,941,5.8
Quintiles,QU3,DK,Denmark,2024,5.3,5,3,Inicio,939,18
Quintiles,QU3,DK,Denmark,2024,5.3,5,3,Fim,941,5.3
Quintiles,QU3,EE,Estonia,2024,1.7,5,3,Inicio,939,22.2
Quintiles,QU3,EE,Estonia,2024,1.7,5,3,Fim,941,1.7
Quintiles,QU3,EL,Greece,2024,10.5,5,3,Inicio,939,26.9
Quintiles,QU3,EL,Greece,2024,10.5,5,3,Fim,941,10.5
Quintiles,QU3,ES,Spain,2024,9.5,5,3,Inicio,939,25.8
Quintiles,QU3,ES,Spain,2024,9.5,5,3,Fim,941,9.5
Quintiles,QU3,FI,Finland,2024,3.6,5,3,Inicio,939,16.8
Quintiles,QU3,FI,Finland,2024,3.6,5,3,Fim,941,3.6
Quintiles,QU3,FR,France,2024,3.7,5,3,Inicio,939,20.5
Quintiles,QU3,FR,France,2024,3.7,5,3,Fim,941,3.7
Quintiles,QU3,HR,Croatia,2024,1.1,5,3,Inicio,939,21.7
Quintiles,QU3,HR,Croatia,2024,1.1,5,3,Fim,941,1.1
Quintiles,QU3,HU,Hungary,2024,5.2,5,3,Inicio,939,20.2
Quintiles,QU3,HU,Hungary,2024,5.2,5,3,Fim,941,5.2
Quintiles,QU3,IE,Ireland,2024,3.8,5,3,Inicio,939,17.1
Quintiles,QU3,IE,Ireland,2024,3.8,5,3,Fim,941,3.8
Quintiles,QU3,IT,Italy,2024,4.7,5,3,Inicio,939,23.1
Quintiles,QU3,IT,Italy,2024,4.7,5,3,Fim,941,4.7
Quintiles,QU3,LT,Lithuania,2024,5.9,5,3,Inicio,939,25.8
Quintiles,QU3,LT,Lithuania,2024,5.9,5,3,Fim,941,5.9
Quintiles,QU3,LU,Luxembourg,2024,2.3,5,3,Inicio,939,20
Quintiles,QU3,LU,Luxembourg,2024,2.3,5,3,Fim,941,2.3
Quintiles,QU3,LV,Latvia,2024,4.1,5,3,Inicio,939,24.3
Quintiles,QU3,LV,Latvia,2024,4.1,5,3,Fim,941,4.1
Quintiles,QU3,MT,Malta,2024,1.9,5,3,Inicio,939,19.7
Quintiles,QU3,MT,Malta,2024,1.9,5,3,Fim,941,1.9
Quintiles,QU3,NL,Netherlands,2024,2.4,5,3,Inicio,939,15.4
Quintiles,QU3,NL,Netherlands,2024,2.4,5,3,Fim,941,2.4
Quintiles,QU3,NO,Norway,2024,1.6,5,3,Inicio,939,15.7
Quintiles,QU3,NO,Norway,2024,1.6,5,3,Fim,941,1.6
Quintiles,QU3,PL,Poland,2024,2.8,5,3,Inicio,939,16
Quintiles,QU3,PL,Poland,2024,2.8,5,3,Fim,941,2.8
Quintiles,QU3,PT,Portugal,2024,2.9,5,3,Inicio,939,19.7
Quintiles,QU3,PT,Portugal,2024,2.9,5,3,Fim,941,2.9
Quintiles,QU3,RO,Romania,2024,11.8,5,3,Inicio,939,27.9
Quintiles,QU3,RO,Romania,2024,11.8,5,3,Fim,941,11.8
Quintiles,QU3,RS,Serbia,2024,6.5,5,3,Inicio,939,24.3
Quintiles,QU3,RS,Serbia,2024,6.5,5,3,Fim,941,6.5
Quintiles,QU3,SE,Sweden,2024,2.9,5,3,Inicio,939,17.5
Quintiles,QU3,SE,Sweden,2024,2.9,5,3,Fim,941,2.9
Quintiles,QU3,SI,Slovenia,2024,0.8,5,3,Inicio,939,14.4
Quintiles,QU3,SI,Slovenia,2024,0.8,5,3,Fim,941,0.8
Quintiles,QU3,SK,Slovakia,2024,4.9,5,3,Inicio,939,18.3
Quintiles,QU3,SK,Slovakia,2024,4.9,5,3,Fim,941,4.9
Quintiles,QU3,TR,Türkiye,2024,12.8,5,3,Inicio,939,30.4
Quintiles,QU3,TR,Türkiye,2024,12.8,5,3,Fim,941,12.8
Quintiles,QU4,AT,Austria,2024,1.5,5,4,Inicio,936,16.9
Quintiles,QU4,AT,Austria,2024,1.5,5,4,Fim,938,1.5
Quintiles,QU4,BE,Belgium,2024,1.9,5,4,Inicio,936,18.2
Quintiles,QU4,BE,Belgium,2024,1.9,5,4,Fim,938,1.9
Quintiles,QU4,BG,Bulgaria,2024,6.6,5,4,Inicio,936,30.3
Quintiles,QU4,BG,Bulgaria,2024,6.6,5,4,Fim,938,6.6
Quintiles,QU4,CY,Cyprus,2024,0.4,5,4,Inicio,936,17.1
Quintiles,QU4,CY,Cyprus,2024,0.4,5,4,Fim,938,0.4
Quintiles,QU4,CZ,Czechia,2024,0.9,5,4,Inicio,936,11.3
Quintiles,QU4,CZ,Czechia,2024,0.9,5,4,Fim,938,0.9
Quintiles,QU4,DE,Germany,2024,2.9,5,4,Inicio,936,21.1
Quintiles,QU4,DE,Germany,2024,2.9,5,4,Fim,938,2.9
Quintiles,QU4,DK,Denmark,2024,1.9,5,4,Inicio,936,18
Quintiles,QU4,DK,Denmark,2024,1.9,5,4,Fim,938,1.9
Quintiles,QU4,EE,Estonia,2024,0.8,5,4,Inicio,936,22.2
Quintiles,QU4,EE,Estonia,2024,0.8,5,4,Fim,938,0.8
Quintiles,QU4,EL,Greece,2024,5,5,4,Inicio,936,26.9
Quintiles,QU4,EL,Greece,2024,5,5,4,Fim,938,5
Quintiles,QU4,ES,Spain,2024,4.6,5,4,Inicio,936,25.8
Quintiles,QU4,ES,Spain,2024,4.6,5,4,Fim,938,4.6
Quintiles,QU4,FI,Finland,2024,1.6,5,4,Inicio,936,16.8
Quintiles,QU4,FI,Finland,2024,1.6,5,4,Fim,938,1.6
Quintiles,QU4,FR,France,2024,1.9,5,4,Inicio,936,20.5
Quintiles,QU4,FR,France,2024,1.9,5,4,Fim,938,1.9
Quintiles,QU4,HR,Croatia,2024,0.7,5,4,Inicio,936,21.7
Quintiles,QU4,HR,Croatia,2024,0.7,5,4,Fim,938,0.7
Quintiles,QU4,HU,Hungary,2024,1.8,5,4,Inicio,936,20.2
Quintiles,QU4,HU,Hungary,2024,1.8,5,4,Fim,938,1.8
Quintiles,QU4,IE,Ireland,2024,1.3,5,4,Inicio,936,17.1
Quintiles,QU4,IE,Ireland,2024,1.3,5,4,Fim,938,1.3
Quintiles,QU4,IT,Italy,2024,2.4,5,4,Inicio,936,23.1
Quintiles,QU4,IT,Italy,2024,2.4,5,4,Fim,938,2.4
Quintiles,QU4,LT,Lithuania,2024,2.3,5,4,Inicio,936,25.8
Quintiles,QU4,LT,Lithuania,2024,2.3,5,4,Fim,938,2.3
Quintiles,QU4,LU,Luxembourg,2024,0.7,5,4,Inicio,936,20
Quintiles,QU4,LU,Luxembourg,2024,0.7,5,4,Fim,938,0.7
Quintiles,QU4,LV,Latvia,2024,2.1,5,4,Inicio,936,24.3
Quintiles,QU4,LV,Latvia,2024,2.1,5,4,Fim,938,2.1
Quintiles,QU4,MT,Malta,2024,2.8,5,4,Inicio,936,19.7
Quintiles,QU4,MT,Malta,2024,2.8,5,4,Fim,938,2.8
Quintiles,QU4,NL,Netherlands,2024,0.3,5,4,Inicio,936,15.4
Quintiles,QU4,NL,Netherlands,2024,0.3,5,4,Fim,938,0.3
Quintiles,QU4,NO,Norway,2024,1.5,5,4,Inicio,936,15.7
Quintiles,QU4,NO,Norway,2024,1.5,5,4,Fim,938,1.5
Quintiles,QU4,PL,Poland,2024,0.6,5,4,Inicio,936,16
Quintiles,QU4,PL,Poland,2024,0.6,5,4,Fim,938,0.6
Quintiles,QU4,PT,Portugal,2024,2,5,4,Inicio,936,19.7
Quintiles,QU4,PT,Portugal,2024,2,5,4,Fim,938,2
Quintiles,QU4,RO,Romania,2024,5.2,5,4,Inicio,936,27.9
Quintiles,QU4,RO,Romania,2024,5.2,5,4,Fim,938,5.2
Quintiles,QU4,RS,Serbia,2024,1.9,5,4,Inicio,936,24.3
Quintiles,QU4,RS,Serbia,2024,1.9,5,4,Fim,938,1.9
Quintiles,QU4,SE,Sweden,2024,1,5,4,Inicio,936,17.5
Quintiles,QU4,SE,Sweden,2024,1,5,4,Fim,938,1
Quintiles,QU4,SI,Slovenia,2024,0.5,5,4,Inicio,936,14.4
Quintiles,QU4,SI,Slovenia,2024,0.5,5,4,Fim,938,0.5
Quintiles,QU4,SK,Slovakia,2024,2.2,5,4,Inicio,936,18.3
Quintiles,QU4,SK,Slovakia,2024,2.2,5,4,Fim,938,2.2
Quintiles,QU4,TR,Türkiye,2024,5.2,5,4,Inicio,936,30.4
Quintiles,QU4,TR,Türkiye,2024,5.2,5,4,Fim,938,5.2
Quintiles,QU5,AT,Austria,2024,0.4,5,5,Inicio,933,16.9
Quintiles,QU5,AT,Austria,2024,0.4,5,5,Fim,935,0.4
Quintiles,QU5,BE,Belgium,2024,0.3,5,5,Inicio,933,18.2
Quintiles,QU5,BE,Belgium,2024,0.3,5,5,Fim,935,0.3
Quintiles,QU5,BG,Bulgaria,2024,2.1,5,5,Inicio,933,30.3
Quintiles,QU5,BG,Bulgaria,2024,2.1,5,5,Fim,935,2.1
Quintiles,QU5,CY,Cyprus,2024,1.1,5,5,Inicio,933,17.1
Quintiles,QU5,CY,Cyprus,2024,1.1,5,5,Fim,935,1.1
Quintiles,QU5,CZ,Czechia,2024,0.3,5,5,Inicio,933,11.3
Quintiles,QU5,CZ,Czechia,2024,0.3,5,5,Fim,935,0.3
Quintiles,QU5,DE,Germany,2024,1.1,5,5,Inicio,933,21.1
Quintiles,QU5,DE,Germany,2024,1.1,5,5,Fim,935,1.1
Quintiles,QU5,DK,Denmark,2024,0.6,5,5,Inicio,933,18
Quintiles,QU5,DK,Denmark,2024,0.6,5,5,Fim,935,0.6
Quintiles,QU5,EE,Estonia,2024,0.6,5,5,Inicio,933,22.2
Quintiles,QU5,EE,Estonia,2024,0.6,5,5,Fim,935,0.6
Quintiles,QU5,EL,Greece,2024,1.1,5,5,Inicio,933,26.9
Quintiles,QU5,EL,Greece,2024,1.1,5,5,Fim,935,1.1
Quintiles,QU5,ES,Spain,2024,1.9,5,5,Inicio,933,25.8
Quintiles,QU5,ES,Spain,2024,1.9,5,5,Fim,935,1.9
Quintiles,QU5,FI,Finland,2024,0.3,5,5,Inicio,933,16.8
Quintiles,QU5,FI,Finland,2024,0.3,5,5,Fim,935,0.3
Quintiles,QU5,FR,France,2024,0.5,5,5,Inicio,933,20.5
Quintiles,QU5,FR,France,2024,0.5,5,5,Fim,935,0.5
Quintiles,QU5,HR,Croatia,2024,0.4,5,5,Inicio,933,21.7
Quintiles,QU5,HR,Croatia,2024,0.4,5,5,Fim,935,0.4
Quintiles,QU5,HU,Hungary,2024,1.3,5,5,Inicio,933,20.2
Quintiles,QU5,HU,Hungary,2024,1.3,5,5,Fim,935,1.3
Quintiles,QU5,IE,Ireland,2024,0.6,5,5,Inicio,933,17.1
Quintiles,QU5,IE,Ireland,2024,0.6,5,5,Fim,935,0.6
Quintiles,QU5,IT,Italy,2024,2.1,5,5,Inicio,933,23.1
Quintiles,QU5,IT,Italy,2024,2.1,5,5,Fim,935,2.1
Quintiles,QU5,LT,Lithuania,2024,1.4,5,5,Inicio,933,25.8
Quintiles,QU5,LT,Lithuania,2024,1.4,5,5,Fim,935,1.4
Quintiles,QU5,LU,Luxembourg,2024,0.5,5,5,Inicio,933,20
Quintiles,QU5,LU,Luxembourg,2024,0.5,5,5,Fim,935,0.5
Quintiles,QU5,LV,Latvia,2024,0.8,5,5,Inicio,933,24.3
Quintiles,QU5,LV,Latvia,2024,0.8,5,5,Fim,935,0.8
Quintiles,QU5,MT,Malta,2024,0.7,5,5,Inicio,933,19.7
Quintiles,QU5,MT,Malta,2024,0.7,5,5,Fim,935,0.7
Quintiles,QU5,NL,Netherlands,2024,0.3,5,5,Inicio,933,15.4
Quintiles,QU5,NL,Netherlands,2024,0.3,5,5,Fim,935,0.3
Quintiles,QU5,NO,Norway,2024,0.7,5,5,Inicio,933,15.7
Quintiles,QU5,NO,Norway,2024,0.7,5,5,Fim,935,0.7
Quintiles,QU5,PL,Poland,2024,0.4,5,5,Inicio,933,16
Quintiles,QU5,PL,Poland,2024,0.4,5,5,Fim,935,0.4
Quintiles,QU5,PT,Portugal,2024,0.9,5,5,Inicio,933,19.7
Quintiles,QU5,PT,Portugal,2024,0.9,5,5,Fim,935,0.9
Quintiles,QU5,RO,Romania,2024,1.9,5,5,Inicio,933,27.9
Quintiles,QU5,RO,Romania,2024,1.9,5,5,Fim,935,1.9
Quintiles,QU5,RS,Serbia,2024,1.2,5,5,Inicio,933,24.3
Quintiles,QU5,RS,Serbia,2024,1.2,5,5,Fim,935,1.2
Quintiles,QU5,SE,Sweden,2024,0.4,5,5,Inicio,933,17.5
Quintiles,QU5,SE,Sweden,2024,0.4,5,5,Fim,935,0.4
Quintiles,QU5,SI,Slovenia,2024,0.2,5,5,Inicio,933,14.4
Quintiles,QU5,SI,Slovenia,2024,0.2,5,5,Fim,935,0.2
Quintiles,QU5,SK,Slovakia,2024,1,5,5,Inicio,933,18.3
Quintiles,QU5,SK,Slovakia,2024,1,5,5,Fim,935,1
Quintiles,QU5,TR,Türkiye,2024,2.1,5,5,Inicio,933,30.4
Quintiles,QU5,TR,Türkiye,2024,2.1,5,5,Fim,935,2.1
Composição agregado,1 adulto,AT,Austria,2024,29.9,7,1,Inicio,901,16.9
Composição agregado,1 adulto,AT,Austria,2024,29.9,7,1,Fim,903,29.9
Composição agregado,1 adulto,BE,Belgium,2024,27.2,7,1,Inicio,901,18.2
Composição agregado,1 adulto,BE,Belgium,2024,27.2,7,1,Fim,903,27.2
Composição agregado,1 adulto,BG,Bulgaria,2024,43.9,7,1,Inicio,901,30.3
Composição agregado,1 adulto,BG,Bulgaria,2024,43.9,7,1,Fim,903,43.9
Composição agregado,1 adulto,CY,Cyprus,2024,31.8,7,1,Inicio,901,17.1
Composição agregado,1 adulto,CY,Cyprus,2024,31.8,7,1,Fim,903,31.8
Composição agregado,1 adulto,CZ,Czechia,2024,19.6,7,1,Inicio,901,11.3
Composição agregado,1 adulto,CZ,Czechia,2024,19.6,7,1,Fim,903,19.6
Composição agregado,1 adulto,DE,Germany,2024,35.1,7,1,Inicio,901,21.1
Composição agregado,1 adulto,DE,Germany,2024,35.1,7,1,Fim,903,35.1
Composição agregado,1 adulto,DK,Denmark,2024,34.6,7,1,Inicio,901,18
Composição agregado,1 adulto,DK,Denmark,2024,34.6,7,1,Fim,903,34.6
Composição agregado,1 adulto,EE,Estonia,2024,50.2,7,1,Inicio,901,22.2
Composição agregado,1 adulto,EE,Estonia,2024,50.2,7,1,Fim,903,50.2
Composição agregado,1 adulto,EL,Greece,2024,36.8,7,1,Inicio,901,26.9
Composição agregado,1 adulto,EL,Greece,2024,36.8,7,1,Fim,903,36.8
Composição agregado,1 adulto,ES,Spain,2024,31.4,7,1,Inicio,901,25.8
Composição agregado,1 adulto,ES,Spain,2024,31.4,7,1,Fim,903,31.4
Composição agregado,1 adulto,FI,Finland,2024,32.8,7,1,Inicio,901,16.8
Composição agregado,1 adulto,FI,Finland,2024,32.8,7,1,Fim,903,32.8
Composição agregado,1 adulto,FR,France,2024,27.2,7,1,Inicio,901,20.5
Composição agregado,1 adulto,FR,France,2024,27.2,7,1,Fim,903,27.2
Composição agregado,1 adulto,HR,Croatia,2024,52.8,7,1,Inicio,901,21.7
Composição agregado,1 adulto,HR,Croatia,2024,52.8,7,1,Fim,903,52.8
Composição agregado,1 adulto,HU,Hungary,2024,31.5,7,1,Inicio,901,20.2
Composição agregado,1 adulto,HU,Hungary,2024,31.5,7,1,Fim,903,31.5
Composição agregado,1 adulto,IE,Ireland,2024,42.1,7,1,Inicio,901,17.1
Composição agregado,1 adulto,IE,Ireland,2024,42.1,7,1,Fim,903,42.1
Composição agregado,1 adulto,IT,Italy,2024,29.4,7,1,Inicio,901,23.1
Composição agregado,1 adulto,IT,Italy,2024,29.4,7,1,Fim,903,29.4
Composição agregado,1 adulto,LT,Lithuania,2024,42.6,7,1,Inicio,901,25.8
Composição agregado,1 adulto,LT,Lithuania,2024,42.6,7,1,Fim,903,42.6
Composição agregado,1 adulto,LU,Luxembourg,2024,19.9,7,1,Inicio,901,20
Composição agregado,1 adulto,LU,Luxembourg,2024,19.9,7,1,Fim,903,19.9
Composição agregado,1 adulto,LV,Latvia,2024,49.3,7,1,Inicio,901,24.3
Composição agregado,1 adulto,LV,Latvia,2024,49.3,7,1,Fim,903,49.3
Composição agregado,1 adulto,MT,Malta,2024,36.2,7,1,Inicio,901,19.7
Composição agregado,1 adulto,MT,Malta,2024,36.2,7,1,Fim,903,36.2
Composição agregado,1 adulto,NL,Netherlands,2024,29.6,7,1,Inicio,901,15.4
Composição agregado,1 adulto,NL,Netherlands,2024,29.6,7,1,Fim,903,29.6
Composição agregado,1 adulto,NO,Norway,2024,30.5,7,1,Inicio,901,15.7
Composição agregado,1 adulto,NO,Norway,2024,30.5,7,1,Fim,903,30.5
Composição agregado,1 adulto,PL,Poland,2024,31.8,7,1,Inicio,901,16
Composição agregado,1 adulto,PL,Poland,2024,31.8,7,1,Fim,903,31.8
Composição agregado,1 adulto,PT,Portugal,2024,31.8,7,1,Inicio,901,19.7
Composição agregado,1 adulto,PT,Portugal,2024,31.8,7,1,Fim,903,31.8
Composição agregado,1 adulto,RO,Romania,2024,34.7,7,1,Inicio,901,27.9
Composição agregado,1 adulto,RO,Romania,2024,34.7,7,1,Fim,903,34.7
Composição agregado,1 adulto,RS,Serbia,2024,41.8,7,1,Inicio,901,24.3
Composição agregado,1 adulto,RS,Serbia,2024,41.8,7,1,Fim,903,41.8
Composição agregado,1 adulto,SE,Sweden,2024,27.7,7,1,Inicio,901,17.5
Composição agregado,1 adulto,SE,Sweden,2024,27.7,7,1,Fim,903,27.7
Composição agregado,1 adulto,SI,Slovenia,2024,40.5,7,1,Inicio,901,14.4
Composição agregado,1 adulto,SI,Slovenia,2024,40.5,7,1,Fim,903,40.5
Composição agregado,1 adulto,SK,Slovakia,2024,28.3,7,1,Inicio,901,18.3
Composição agregado,1 adulto,SK,Slovakia,2024,28.3,7,1,Fim,903,28.3
Composição agregado,1 adulto,TR,Türkiye,2024,28.1,7,1,Inicio,901,30.4
Composição agregado,1 adulto,TR,Türkiye,2024,28.1,7,1,Fim,903,28.1
Composição agregado,1 adulto c/ crianças,AT,Austria,2024,42.5,7,11,Inicio,871,16.9
Composição agregado,1 adulto c/ crianças,AT,Austria,2024,42.5,7,11,Fim,873,42.5
Composição agregado,1 adulto c/ crianças,BE,Belgium,2024,39.5,7,11,Inicio,871,18.2
Composição agregado,1 adulto c/ crianças,BE,Belgium,2024,39.5,7,11,Fim,873,39.5
Composição agregado,1 adulto c/ crianças,BG,Bulgaria,2024,53,7,11,Inicio,871,30.3
Composição agregado,1 adulto c/ crianças,BG,Bulgaria,2024,53,7,11,Fim,873,53
Composição agregado,1 adulto c/ crianças,CY,Cyprus,2024,24.6,7,11,Inicio,871,17.1
Composição agregado,1 adulto c/ crianças,CY,Cyprus,2024,24.6,7,11,Fim,873,24.6
Composição agregado,1 adulto c/ crianças,CZ,Czechia,2024,41.5,7,11,Inicio,871,11.3
Composição agregado,1 adulto c/ crianças,CZ,Czechia,2024,41.5,7,11,Fim,873,41.5
Composição agregado,1 adulto c/ crianças,DE,Germany,2024,43.6,7,11,Inicio,871,21.1
Composição agregado,1 adulto c/ crianças,DE,Germany,2024,43.6,7,11,Fim,873,43.6
Composição agregado,1 adulto c/ crianças,DK,Denmark,2024,42.3,7,11,Inicio,871,18
Composição agregado,1 adulto c/ crianças,DK,Denmark,2024,42.3,7,11,Fim,873,42.3
Composição agregado,1 adulto c/ crianças,EE,Estonia,2024,35.3,7,11,Inicio,871,22.2
Composição agregado,1 adulto c/ crianças,EE,Estonia,2024,35.3,7,11,Fim,873,35.3
Composição agregado,1 adulto c/ crianças,EL,Greece,2024,43.7,7,11,Inicio,871,26.9
Composição agregado,1 adulto c/ crianças,EL,Greece,2024,43.7,7,11,Fim,873,43.7
Composição agregado,1 adulto c/ crianças,ES,Spain,2024,50.3,7,11,Inicio,871,25.8
Composição agregado,1 adulto c/ crianças,ES,Spain,2024,50.3,7,11,Fim,873,50.3
Composição agregado,1 adulto c/ crianças,FI,Finland,2024,29.5,7,11,Inicio,871,16.8
Composição agregado,1 adulto c/ crianças,FI,Finland,2024,29.5,7,11,Fim,873,29.5
Composição agregado,1 adulto c/ crianças,FR,France,2024,48,7,11,Inicio,871,20.5
Composição agregado,1 adulto c/ crianças,FR,France,2024,48,7,11,Fim,873,48
Composição agregado,1 adulto c/ crianças,HR,Croatia,2024,31.9,7,11,Inicio,871,21.7
Composição agregado,1 adulto c/ crianças,HR,Croatia,2024,31.9,7,11,Fim,873,31.9
Composição agregado,1 adulto c/ crianças,HU,Hungary,2024,32,7,11,Inicio,871,20.2
Composição agregado,1 adulto c/ crianças,HU,Hungary,2024,32,7,11,Fim,873,32
Composição agregado,1 adulto c/ crianças,IE,Ireland,2024,48.5,7,11,Inicio,871,17.1
Composição agregado,1 adulto c/ crianças,IE,Ireland,2024,48.5,7,11,Fim,873,48.5
Composição agregado,1 adulto c/ crianças,IT,Italy,2024,42.5,7,11,Inicio,871,23.1
Composição agregado,1 adulto c/ crianças,IT,Italy,2024,42.5,7,11,Fim,873,42.5
Composição agregado,1 adulto c/ crianças,LT,Lithuania,2024,40.6,7,11,Inicio,871,25.8
Composição agregado,1 adulto c/ crianças,LT,Lithuania,2024,40.6,7,11,Fim,873,40.6
Composição agregado,1 adulto c/ crianças,LU,Luxembourg,2024,36.8,7,11,Inicio,871,20
Composição agregado,1 adulto c/ crianças,LU,Luxembourg,2024,36.8,7,11,Fim,873,36.8
Composição agregado,1 adulto c/ crianças,LV,Latvia,2024,34.4,7,11,Inicio,871,24.3
Composição agregado,1 adulto c/ crianças,LV,Latvia,2024,34.4,7,11,Fim,873,34.4
Composição agregado,1 adulto c/ crianças,MT,Malta,2024,46.2,7,11,Inicio,871,19.7
Composição agregado,1 adulto c/ crianças,MT,Malta,2024,46.2,7,11,Fim,873,46.2
Composição agregado,1 adulto c/ crianças,NL,Netherlands,2024,41.1,7,11,Inicio,871,15.4
Composição agregado,1 adulto c/ crianças,NL,Netherlands,2024,41.1,7,11,Fim,873,41.1
Composição agregado,1 adulto c/ crianças,NO,Norway,2024,39.5,7,11,Inicio,871,15.7
Composição agregado,1 adulto c/ crianças,NO,Norway,2024,39.5,7,11,Fim,873,39.5
Composição agregado,1 adulto c/ crianças,PL,Poland,2024,31.1,7,11,Inicio,871,16
Composição agregado,1 adulto c/ crianças,PL,Poland,2024,31.1,7,11,Fim,873,31.1
Composição agregado,1 adulto c/ crianças,PT,Portugal,2024,37.5,7,11,Inicio,871,19.7
Composição agregado,1 adulto c/ crianças,PT,Portugal,2024,37.5,7,11,Fim,873,37.5
Composição agregado,1 adulto c/ crianças,RO,Romania,2024,36.5,7,11,Inicio,871,27.9
Composição agregado,1 adulto c/ crianças,RO,Romania,2024,36.5,7,11,Fim,873,36.5
Composição agregado,1 adulto c/ crianças,RS,Serbia,2024,41.2,7,11,Inicio,871,24.3
Composição agregado,1 adulto c/ crianças,RS,Serbia,2024,41.2,7,11,Fim,873,41.2
Composição agregado,1 adulto c/ crianças,SE,Sweden,2024,31.8,7,11,Inicio,871,17.5
Composição agregado,1 adulto c/ crianças,SE,Sweden,2024,31.8,7,11,Fim,873,31.8
Composição agregado,1 adulto c/ crianças,SI,Slovenia,2024,32.3,7,11,Inicio,871,14.4
Composição agregado,1 adulto c/ crianças,SI,Slovenia,2024,32.3,7,11,Fim,873,32.3
Composição agregado,1 adulto c/ crianças,SK,Slovakia,2024,37.8,7,11,Inicio,871,18.3
Composição agregado,1 adulto c/ crianças,SK,Slovakia,2024,37.8,7,11,Fim,873,37.8
Composição agregado,1 adulto c/ crianças,TR,Türkiye,2024,60.5,7,11,Inicio,871,30.4
Composição agregado,1 adulto c/ crianças,TR,Türkiye,2024,60.5,7,11,Fim,873,60.5
Composição agregado,1 adulto 65+ anos,AT,Austria,2024,27.6,7,7,Inicio,883,16.9
Composição agregado,1 adulto 65+ anos,AT,Austria,2024,27.6,7,7,Fim,885,27.6
Composição agregado,1 adulto 65+ anos,BE,Belgium,2024,16.6,7,7,Inicio,883,18.2
Composição agregado,1 adulto 65+ anos,BE,Belgium,2024,16.6,7,7,Fim,885,16.6
Composição agregado,1 adulto 65+ anos,BG,Bulgaria,2024,51.4,7,7,Inicio,883,30.3
Composição agregado,1 adulto 65+ anos,BG,Bulgaria,2024,51.4,7,7,Fim,885,51.4
Composição agregado,1 adulto 65+ anos,CY,Cyprus,2024,45.1,7,7,Inicio,883,17.1
Composição agregado,1 adulto 65+ anos,CY,Cyprus,2024,45.1,7,7,Fim,885,45.1
Composição agregado,1 adulto 65+ anos,CZ,Czechia,2024,20.3,7,7,Inicio,883,11.3
Composição agregado,1 adulto 65+ anos,CZ,Czechia,2024,20.3,7,7,Fim,885,20.3
Composição agregado,1 adulto 65+ anos,DE,Germany,2024,31.7,7,7,Inicio,883,21.1
Composição agregado,1 adulto 65+ anos,DE,Germany,2024,31.7,7,7,Fim,885,31.7
Composição agregado,1 adulto 65+ anos,DK,Denmark,2024,19.8,7,7,Inicio,883,18
Composição agregado,1 adulto 65+ anos,DK,Denmark,2024,19.8,7,7,Fim,885,19.8
Composição agregado,1 adulto 65+ anos,EE,Estonia,2024,71.5,7,7,Inicio,883,22.2
Composição agregado,1 adulto 65+ anos,EE,Estonia,2024,71.5,7,7,Fim,885,71.5
Composição agregado,1 adulto 65+ anos,EL,Greece,2024,35.2,7,7,Inicio,883,26.9
Composição agregado,1 adulto 65+ anos,EL,Greece,2024,35.2,7,7,Fim,885,35.2
Composição agregado,1 adulto 65+ anos,ES,Spain,2024,30.6,7,7,Inicio,883,25.8
Composição agregado,1 adulto 65+ anos,ES,Spain,2024,30.6,7,7,Fim,885,30.6
Composição agregado,1 adulto 65+ anos,FI,Finland,2024,27.2,7,7,Inicio,883,16.8
Composição agregado,1 adulto 65+ anos,FI,Finland,2024,27.2,7,7,Fim,885,27.2
Composição agregado,1 adulto 65+ anos,FR,France,2024,21.9,7,7,Inicio,883,20.5
Composição agregado,1 adulto 65+ anos,FR,France,2024,21.9,7,7,Fim,885,21.9
Composição agregado,1 adulto 65+ anos,HR,Croatia,2024,62.2,7,7,Inicio,883,21.7
Composição agregado,1 adulto 65+ anos,HR,Croatia,2024,62.2,7,7,Fim,885,62.2
Composição agregado,1 adulto 65+ anos,HU,Hungary,2024,33.9,7,7,Inicio,883,20.2
Composição agregado,1 adulto 65+ anos,HU,Hungary,2024,33.9,7,7,Fim,885,33.9
Composição agregado,1 adulto 65+ anos,IE,Ireland,2024,51.4,7,7,Inicio,883,17.1
Composição agregado,1 adulto 65+ anos,IE,Ireland,2024,51.4,7,7,Fim,885,51.4
Composição agregado,1 adulto 65+ anos,IT,Italy,2024,29.5,7,7,Inicio,883,23.1
