Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord,XCoord
Composição agregado,2 adultos,MT,Malta,2024,19.4,7,2,Fim,900,19.4
Composição agregado,2 adultos,NL,Netherlands,2024,11,7,2,Inicio,898,15.4
Composição agregado,2 adultos,NL,Netherlands,2024,11,7,2,Fim,900,11
Composição agregado,2 adultos,NO,Norway,2024,7.5,7,2,Inicio,898,15.7
Composição agregado,2 adultos,NO,Norway,2024,7.5,7,2,Fim,900,7.5
Composição agregado,2 adultos,PL,Poland,2024,11.9,7,2,Inicio,898,16
Composição agregado,2 adultos,PL,Poland,2024,11.9,7,2,Fim,900,11.9
Composição agregado,2 adultos,PT,Portugal,2024,19.6,7,2,Inicio,898,19.7
Composição agregado,2 adultos,PT,Portugal,2024,19.6,7,2,Fim,900,19.6
Composição agregado,2 adultos,RO,Romania,2024,21.6,7,2,Inicio,898,27.9
Composição agregado,2 adultos,RO,Romania,2024,21.6,7,2,Fim,900,21.6
Composição agregado,2 adultos,RS,Serbia,2024,27.4,7,2,Inicio,898,24.3
Composição agregado,2 adultos,RS,Serbia,2024,27.4,7,2,Fim,900,27.4
Composição agregado,2 adultos,SE,Sweden,2024,9.1,7,2,Inicio,898,17.5
Composição agregado,2 adultos,SE,Sweden,2024,9.1,7,2,Fim,900,9.1
Composição agregado,2 adultos,SI,Slovenia,2024,14.7,7,2,Inicio,898,14.4
Composição agregado,2 adultos,SI,Slovenia,2024,14.7,7,2,Fim,900,14.7
Composição agregado,2 adultos,SK,Slovakia,2024,13.4,7,2,Inicio,898,18.3
Composição agregado,2 adultos,SK,Slovakia,2024,13.4,7,2,Fim,900,13.4
Composição agregado,2 adultos,TR,Türkiye,2024,26.2,7,2,Inicio,898,30.4
Composição agregado,2 adultos,TR,Türkiye,2024,26.2,7,2,Fim,900,26.2
Composição agregado,2 adultos <65 anos,AT,Austria,2024,10,7,8,Inicio,880,16.9
Composição agregado,2 adultos <65 anos,AT,Austria,2024,10,7,8,Fim,882,10
Composição agregado,2 adultos <65 anos,BE,Belgium,2024,11.8,7,8,Inicio,880,18.2
Composição agregado,2 adultos <65 anos,BE,Belgium,2024,11.8,7,8,Fim,882,11.8
Composição agregado,2 adultos <65 anos,BG,Bulgaria,2024,21.4,7,8,Inicio,880,30.3
Composição agregado,2 adultos <65 anos,BG,Bulgaria,2024,21.4,7,8,Fim,882,21.4
Composição agregado,2 adultos <65 anos,CY,Cyprus,2024,11.5,7,8,Inicio,880,17.1
Composição agregado,2 adultos <65 anos,CY,Cyprus,2024,11.5,7,8,Fim,882,11.5
Composição agregado,2 adultos <65 anos,CZ,Czechia,2024,4.6,7,8,Inicio,880,11.3
Composição agregado,2 adultos <65 anos,CZ,Czechia,2024,4.6,7,8,Fim,882,4.6
Composição agregado,2 adultos <65 anos,DE,Germany,2024,13.4,7,8,Inicio,880,21.1
Composição agregado,2 adultos <65 anos,DE,Germany,2024,13.4,7,8,Fim,882,13.4
Composição agregado,2 adultos <65 anos,DK,Denmark,2024,12.8,7,8,Inicio,880,18
Composição agregado,2 adultos <65 anos,DK,Denmark,2024,12.8,7,8,Fim,882,12.8
Composição agregado,2 adultos <65 anos,EE,Estonia,2024,13.1,7,8,Inicio,880,22.2
Composição agregado,2 adultos <65 anos,EE,Estonia,2024,13.1,7,8,Fim,882,13.1
Composição agregado,2 adultos <65 anos,EL,Greece,2024,22,7,8,Inicio,880,26.9
Composição agregado,2 adultos <65 anos,EL,Greece,2024,22,7,8,Fim,882,22
Composição agregado,2 adultos <65 anos,ES,Spain,2024,19.7,7,8,Inicio,880,25.8
Composição agregado,2 adultos <65 anos,ES,Spain,2024,19.7,7,8,Fim,882,19.7
Composição agregado,2 adultos <65 anos,FI,Finland,2024,10.3,7,8,Inicio,880,16.8
Composição agregado,2 adultos <65 anos,FI,Finland,2024,10.3,7,8,Fim,882,10.3
Composição agregado,2 adultos <65 anos,FR,France,2024,12.6,7,8,Inicio,880,20.5
Composição agregado,2 adultos <65 anos,FR,France,2024,12.6,7,8,Fim,882,12.6
Composição agregado,2 adultos <65 anos,HR,Croatia,2024,14.6,7,8,Inicio,880,21.7
Composição agregado,2 adultos <65 anos,HR,Croatia,2024,14.6,7,8,Fim,882,14.6
Composição agregado,2 adultos <65 anos,HU,Hungary,2024,14.2,7,8,Inicio,880,20.2
Composição agregado,2 adultos <65 anos,HU,Hungary,2024,14.2,7,8,Fim,882,14.2
Composição agregado,2 adultos <65 anos,IE,Ireland,2024,8.2,7,8,Inicio,880,17.1
Composição agregado,2 adultos <65 anos,IE,Ireland,2024,8.2,7,8,Fim,882,8.2
Composição agregado,2 adultos <65 anos,IT,Italy,2024,17.8,7,8,Inicio,880,23.1
Composição agregado,2 adultos <65 anos,IT,Italy,2024,17.8,7,8,Fim,882,17.8
Composição agregado,2 adultos <65 anos,LT,Lithuania,2024,15.4,7,8,Inicio,880,25.8
Composição agregado,2 adultos <65 anos,LT,Lithuania,2024,15.4,7,8,Fim,882,15.4
Composição agregado,2 adultos <65 anos,LU,Luxembourg,2024,9.6,7,8,Inicio,880,20
Composição agregado,2 adultos <65 anos,LU,Luxembourg,2024,9.6,7,8,Fim,882,9.6
Composição agregado,2 adultos <65 anos,LV,Latvia,2024,17.6,7,8,Inicio,880,24.3
Composição agregado,2 adultos <65 anos,LV,Latvia,2024,17.6,7,8,Fim,882,17.6
Composição agregado,2 adultos <65 anos,MT,Malta,2024,6.9,7,8,Inicio,880,19.7
Composição agregado,2 adultos <65 anos,MT,Malta,2024,6.9,7,8,Fim,882,6.9
Composição agregado,2 adultos <65 anos,NL,Netherlands,2024,7.8,7,8,Inicio,880,15.4
Composição agregado,2 adultos <65 anos,NL,Netherlands,2024,7.8,7,8,Fim,882,7.8
Composição agregado,2 adultos <65 anos,NO,Norway,2024,9.7,7,8,Inicio,880,15.7
Composição agregado,2 adultos <65 anos,NO,Norway,2024,9.7,7,8,Fim,882,9.7
Composição agregado,2 adultos <65 anos,PL,Poland,2024,11.9,7,8,Inicio,880,16
Composição agregado,2 adultos <65 anos,PL,Poland,2024,11.9,7,8,Fim,882,11.9
Composição agregado,2 adultos <65 anos,PT,Portugal,2024,15.3,7,8,Inicio,880,19.7
Composição agregado,2 adultos <65 anos,PT,Portugal,2024,15.3,7,8,Fim,882,15.3
Composição agregado,2 adultos <65 anos,RO,Romania,2024,19.2,7,8,Inicio,880,27.9
Composição agregado,2 adultos <65 anos,RO,Romania,2024,19.2,7,8,Fim,882,19.2
Composição agregado,2 adultos <65 anos,RS,Serbia,2024,27.2,7,8,Inicio,880,24.3
Composição agregado,2 adultos <65 anos,RS,Serbia,2024,27.2,7,8,Fim,882,27.2
Composição agregado,2 adultos <65 anos,SE,Sweden,2024,11.5,7,8,Inicio,880,17.5
Composição agregado,2 adultos <65 anos,SE,Sweden,2024,11.5,7,8,Fim,882,11.5
Composição agregado,2 adultos <65 anos,SI,Slovenia,2024,12.8,7,8,Inicio,880,14.4
Composição agregado,2 adultos <65 anos,SI,Slovenia,2024,12.8,7,8,Fim,882,12.8
Composição agregado,2 adultos <65 anos,SK,Slovakia,2024,14.1,7,8,Inicio,880,18.3
Composição agregado,2 adultos <65 anos,SK,Slovakia,2024,14.1,7,8,Fim,882,14.1
Composição agregado,2 adultos <65 anos,TR,Türkiye,2024,20.5,7,8,Inicio,880,30.4
Composição agregado,2 adultos <65 anos,TR,Türkiye,2024,20.5,7,8,Fim,882,20.5
Composição agregado,2 adultos c/ 1 criança,AT,Austria,2024,9.2,7,12,Inicio,868,16.9
Composição agregado,2 adultos c/ 1 criança,AT,Austria,2024,9.2,7,12,Fim,870,9.2
Composição agregado,2 adultos c/ 1 criança,BE,Belgium,2024,15,7,12,Inicio,868,18.2
Composição agregado,2 adultos c/ 1 criança,BE,Belgium,2024,15,7,12,Fim,870,15
Composição agregado,2 adultos c/ 1 criança,BG,Bulgaria,2024,22.1,7,12,Inicio,868,30.3
Composição agregado,2 adultos c/ 1 criança,BG,Bulgaria,2024,22.1,7,12,Fim,870,22.1
Composição agregado,2 adultos c/ 1 criança,CY,Cyprus,2024,9,7,12,Inicio,868,17.1
Composição agregado,2 adultos c/ 1 criança,CY,Cyprus,2024,9,7,12,Fim,870,9
Composição agregado,2 adultos c/ 1 criança,CZ,Czechia,2024,6.9,7,12,Inicio,868,11.3
Composição agregado,2 adultos c/ 1 criança,CZ,Czechia,2024,6.9,7,12,Fim,870,6.9
Composição agregado,2 adultos c/ 1 criança,DE,Germany,2024,12.3,7,12,Inicio,868,21.1
Composição agregado,2 adultos c/ 1 criança,DE,Germany,2024,12.3,7,12,Fim,870,12.3
Composição agregado,2 adultos c/ 1 criança,DK,Denmark,2024,7,7,12,Inicio,868,18
Composição agregado,2 adultos c/ 1 criança,DK,Denmark,2024,7,7,12,Fim,870,7
Composição agregado,2 adultos c/ 1 criança,EE,Estonia,2024,11.4,7,12,Inicio,868,22.2
Composição agregado,2 adultos c/ 1 criança,EE,Estonia,2024,11.4,7,12,Fim,870,11.4
Composição agregado,2 adultos c/ 1 criança,EL,Greece,2024,24.2,7,12,Inicio,868,26.9
Composição agregado,2 adultos c/ 1 criança,EL,Greece,2024,24.2,7,12,Fim,870,24.2
Composição agregado,2 adultos c/ 1 criança,ES,Spain,2024,21.3,7,12,Inicio,868,25.8
Composição agregado,2 adultos c/ 1 criança,ES,Spain,2024,21.3,7,12,Fim,870,21.3
Composição agregado,2 adultos c/ 1 criança,FI,Finland,2024,6.9,7,12,Inicio,868,16.8
Composição agregado,2 adultos c/ 1 criança,FI,Finland,2024,6.9,7,12,Fim,870,6.9
Composição agregado,2 adultos c/ 1 criança,FR,France,2024,14.2,7,12,Inicio,868,20.5
Composição agregado,2 adultos c/ 1 criança,FR,France,2024,14.2,7,12,Fim,870,14.2
Composição agregado,2 adultos c/ 1 criança,HR,Croatia,2024,15.8,7,12,Inicio,868,21.7
Composição agregado,2 adultos c/ 1 criança,HR,Croatia,2024,15.8,7,12,Fim,870,15.8
Composição agregado,2 adultos c/ 1 criança,HU,Hungary,2024,10,7,12,Inicio,868,20.2
Composição agregado,2 adultos c/ 1 criança,HU,Hungary,2024,10,7,12,Fim,870,10
Composição agregado,2 adultos c/ 1 criança,IE,Ireland,2024,13.5,7,12,Inicio,868,17.1
Composição agregado,2 adultos c/ 1 criança,IE,Ireland,2024,13.5,7,12,Fim,870,13.5
Composição agregado,2 adultos c/ 1 criança,IT,Italy,2024,19.8,7,12,Inicio,868,23.1
Composição agregado,2 adultos c/ 1 criança,IT,Italy,2024,19.8,7,12,Fim,870,19.8
Composição agregado,2 adultos c/ 1 criança,LT,Lithuania,2024,12.3,7,12,Inicio,868,25.8
Composição agregado,2 adultos c/ 1 criança,LT,Lithuania,2024,12.3,7,12,Fim,870,12.3
Composição agregado,2 adultos c/ 1 criança,LU,Luxembourg,2024,15.6,7,12,Inicio,868,20
Composição agregado,2 adultos c/ 1 criança,LU,Luxembourg,2024,15.6,7,12,Fim,870,15.6
Composição agregado,2 adultos c/ 1 criança,LV,Latvia,2024,14,7,12,Inicio,868,24.3
Composição agregado,2 adultos c/ 1 criança,LV,Latvia,2024,14,7,12,Fim,870,14
Composição agregado,2 adultos c/ 1 criança,MT,Malta,2024,15.9,7,12,Inicio,868,19.7
Composição agregado,2 adultos c/ 1 criança,MT,Malta,2024,15.9,7,12,Fim,870,15.9
Composição agregado,2 adultos c/ 1 criança,NL,Netherlands,2024,7.7,7,12,Inicio,868,15.4
Composição agregado,2 adultos c/ 1 criança,NL,Netherlands,2024,7.7,7,12,Fim,870,7.7
Composição agregado,2 adultos c/ 1 criança,NO,Norway,2024,7.7,7,12,Inicio,868,15.7
Composição agregado,2 adultos c/ 1 criança,NO,Norway,2024,7.7,7,12,Fim,870,7.7
Composição agregado,2 adultos c/ 1 criança,PL,Poland,2024,12.2,7,12,Inicio,868,16
Composição agregado,2 adultos c/ 1 criança,PL,Poland,2024,12.2,7,12,Fim,870,12.2
Composição agregado,2 adultos c/ 1 criança,PT,Portugal,2024,15.6,7,12,Inicio,868,19.7
Composição agregado,2 adultos c/ 1 criança,PT,Portugal,2024,15.6,7,12,Fim,870,15.6
Composição agregado,2 adultos c/ 1 criança,RO,Romania,2024,18.8,7,12,Inicio,868,27.9
Composição agregado,2 adultos c/ 1 criança,RO,Romania,2024,18.8,7,12,Fim,870,18.8
Composição agregado,2 adultos c/ 1 criança,RS,Serbia,2024,19.8,7,12,Inicio,868,24.3
Composição agregado,2 adultos c/ 1 criança,RS,Serbia,2024,19.8,7,12,Fim,870,19.8
Composição agregado,2 adultos c/ 1 criança,SE,Sweden,2024,12.5,7,12,Inicio,868,17.5
Composição agregado,2 adultos c/ 1 criança,SE,Sweden,2024,12.5,7,12,Fim,870,12.5
Composição agregado,2 adultos c/ 1 criança,SI,Slovenia,2024,8.8,7,12,Inicio,868,14.4
Composição agregado,2 adultos c/ 1 criança,SI,Slovenia,2024,8.8,7,12,Fim,870,8.8
Composição agregado,2 adultos c/ 1 criança,SK,Slovakia,2024,16.2,7,12,Inicio,868,18.3
Composição agregado,2 adultos c/ 1 criança,SK,Slovakia,2024,16.2,7,12,Fim,870,16.2
Composição agregado,2 adultos c/ 1 criança,TR,Türkiye,2024,17.5,7,12,Inicio,868,30.4
Composição agregado,2 adultos c/ 1 criança,TR,Türkiye,2024,17.5,7,12,Fim,870,17.5
Composição agregado,2 adultos c/ 2 criançasl,AT,Austria,2024,11.2,7,13,Inicio,865,16.9
Composição agregado,2 adultos c/ 2 criançasl,AT,Austria,2024,11.2,7,13,Fim,867,11.2
Composição agregado,2 adultos c/ 2 criançasl,BE,Belgium,2024,9.5,7,13,Inicio,865,18.2
Composição agregado,2 adultos c/ 2 criançasl,BE,Belgium,2024,9.5,7,13,Fim,867,9.5
Composição agregado,2 adultos c/ 2 criançasl,BG,Bulgaria,2024,26.6,7,13,Inicio,865,30.3
Composição agregado,2 adultos c/ 2 criançasl,BG,Bulgaria,2024,26.6,7,13,Fim,867,26.6
Composição agregado,2 adultos c/ 2 criançasl,CY,Cyprus,2024,10.5,7,13,Inicio,865,17.1
Composição agregado,2 adultos c/ 2 criançasl,CY,Cyprus,2024,10.5,7,13,Fim,867,10.5
Composição agregado,2 adultos c/ 2 criançasl,CZ,Czechia,2024,7.5,7,13,Inicio,865,11.3
Composição agregado,2 adultos c/ 2 criançasl,CZ,Czechia,2024,7.5,7,13,Fim,867,7.5
Composição agregado,2 adultos c/ 2 criançasl,DE,Germany,2024,14,7,13,Inicio,865,21.1
Composição agregado,2 adultos c/ 2 criançasl,DE,Germany,2024,14,7,13,Fim,867,14
Composição agregado,2 adultos c/ 2 criançasl,DK,Denmark,2024,8.7,7,13,Inicio,865,18
Composição agregado,2 adultos c/ 2 criançasl,DK,Denmark,2024,8.7,7,13,Fim,867,8.7
Composição agregado,2 adultos c/ 2 criançasl,EE,Estonia,2024,12.1,7,13,Inicio,865,22.2
Composição agregado,2 adultos c/ 2 criançasl,EE,Estonia,2024,12.1,7,13,Fim,867,12.1
Composição agregado,2 adultos c/ 2 criançasl,EL,Greece,2024,24.4,7,13,Inicio,865,26.9
Composição agregado,2 adultos c/ 2 criançasl,EL,Greece,2024,24.4,7,13,Fim,867,24.4
Composição agregado,2 adultos c/ 2 criançasl,ES,Spain,2024,24,7,13,Inicio,865,25.8
Composição agregado,2 adultos c/ 2 criançasl,ES,Spain,2024,24,7,13,Fim,867,24
Composição agregado,2 adultos c/ 2 criançasl,FI,Finland,2024,8.3,7,13,Inicio,865,16.8
Composição agregado,2 adultos c/ 2 criançasl,FI,Finland,2024,8.3,7,13,Fim,867,8.3
Composição agregado,2 adultos c/ 2 criançasl,FR,France,2024,11.7,7,13,Inicio,865,20.5
Composição agregado,2 adultos c/ 2 criançasl,FR,France,2024,11.7,7,13,Fim,867,11.7
Composição agregado,2 adultos c/ 2 criançasl,HR,Croatia,2024,13.7,7,13,Inicio,865,21.7
Composição agregado,2 adultos c/ 2 criançasl,HR,Croatia,2024,13.7,7,13,Fim,867,13.7
Composição agregado,2 adultos c/ 2 criançasl,HU,Hungary,2024,12.5,7,13,Inicio,865,20.2
Composição agregado,2 adultos c/ 2 criançasl,HU,Hungary,2024,12.5,7,13,Fim,867,12.5
Composição agregado,2 adultos c/ 2 criançasl,IE,Ireland,2024,12.1,7,13,Inicio,865,17.1
Composição agregado,2 adultos c/ 2 criançasl,IE,Ireland,2024,12.1,7,13,Fim,867,12.1
Composição agregado,2 adultos c/ 2 criançasl,IT,Italy,2024,21.6,7,13,Inicio,865,23.1
Composição agregado,2 adultos c/ 2 criançasl,IT,Italy,2024,21.6,7,13,Fim,867,21.6
Composição agregado,2 adultos c/ 2 criançasl,LT,Lithuania,2024,14.5,7,13,Inicio,865,25.8
Composição agregado,2 adultos c/ 2 criançasl,LT,Lithuania,2024,14.5,7,13,Fim,867,14.5
Composição agregado,2 adultos c/ 2 criançasl,LU,Luxembourg,2024,15.7,7,13,Inicio,865,20
Composição agregado,2 adultos c/ 2 criançasl,LU,Luxembourg,2024,15.7,7,13,Fim,867,15.7
Composição agregado,2 adultos c/ 2 criançasl,LV,Latvia,2024,10.9,7,13,Inicio,865,24.3
Composição agregado,2 adultos c/ 2 criançasl,LV,Latvia,2024,10.9,7,13,Fim,867,10.9
Composição agregado,2 adultos c/ 2 criançasl,MT,Malta,2024,17.4,7,13,Inicio,865,19.7
Composição agregado,2 adultos c/ 2 criançasl,MT,Malta,2024,17.4,7,13,Fim,867,17.4
Composição agregado,2 adultos c/ 2 criançasl,NL,Netherlands,2024,7.8,7,13,Inicio,865,15.4
Composição agregado,2 adultos c/ 2 criançasl,NL,Netherlands,2024,7.8,7,13,Fim,867,7.8
Composição agregado,2 adultos c/ 2 criançasl,NO,Norway,2024,6.4,7,13,Inicio,865,15.7
Composição agregado,2 adultos c/ 2 criançasl,NO,Norway,2024,6.4,7,13,Fim,867,6.4
Composição agregado,2 adultos c/ 2 criançasl,PL,Poland,2024,10.9,7,13,Inicio,865,16
Composição agregado,2 adultos c/ 2 criançasl,PL,Poland,2024,10.9,7,13,Fim,867,10.9
Composição agregado,2 adultos c/ 2 criançasl,PT,Portugal,2024,13.3,7,13,Inicio,865,19.7
Composição agregado,2 adultos c/ 2 criançasl,PT,Portugal,2024,13.3,7,13,Fim,867,13.3
Composição agregado,2 adultos c/ 2 criançasl,RO,Romania,2024,24.9,7,13,Inicio,865,27.9
Composição agregado,2 adultos c/ 2 criançasl,RO,Romania,2024,24.9,7,13,Fim,867,24.9
Composição agregado,2 adultos c/ 2 criançasl,RS,Serbia,2024,21.3,7,13,Inicio,865,24.3
Composição agregado,2 adultos c/ 2 criançasl,RS,Serbia,2024,21.3,7,13,Fim,867,21.3
Composição agregado,2 adultos c/ 2 criançasl,SE,Sweden,2024,8.5,7,13,Inicio,865,17.5
Composição agregado,2 adultos c/ 2 criançasl,SE,Sweden,2024,8.5,7,13,Fim,867,8.5
Composição agregado,2 adultos c/ 2 criançasl,SI,Slovenia,2024,6.4,7,13,Inicio,865,14.4
Composição agregado,2 adultos c/ 2 criançasl,SI,Slovenia,2024,6.4,7,13,Fim,867,6.4
Composição agregado,2 adultos c/ 2 criançasl,SK,Slovakia,2024,14.3,7,13,Inicio,865,18.3
Composição agregado,2 adultos c/ 2 criançasl,SK,Slovakia,2024,14.3,7,13,Fim,867,14.3
Composição agregado,2 adultos c/ 2 criançasl,TR,Türkiye,2024,25.3,7,13,Inicio,865,30.4
Composição agregado,2 adultos c/ 2 criançasl,TR,Türkiye,2024,25.3,7,13,Fim,867,25.3
Composição agregado,2 adultos c/ 3+ crianças,AT,Austria,2024,29.7,7,14,Inicio,862,16.9
Composição agregado,2 adultos c/ 3+ crianças,AT,Austria,2024,29.7,7,14,Fim,864,29.7
Composição agregado,2 adultos c/ 3+ crianças,BE,Belgium,2024,21.2,7,14,Inicio,862,18.2
Composição agregado,2 adultos c/ 3+ crianças,BE,Belgium,2024,21.2,7,14,Fim,864,21.2
Composição agregado,2 adultos c/ 3+ crianças,BG,Bulgaria,2024,56.2,7,14,Inicio,862,30.3
Composição agregado,2 adultos c/ 3+ crianças,BG,Bulgaria,2024,56.2,7,14,Fim,864,56.2
Composição agregado,2 adultos c/ 3+ crianças,CY,Cyprus,2024,17.6,7,14,Inicio,862,17.1
Composição agregado,2 adultos c/ 3+ crianças,CY,Cyprus,2024,17.6,7,14,Fim,864,17.6
Composição agregado,2 adultos c/ 3+ crianças,CZ,Czechia,2024,24.1,7,14,Inicio,862,11.3
Composição agregado,2 adultos c/ 3+ crianças,CZ,Czechia,2024,24.1,7,14,Fim,864,24.1
Composição agregado,2 adultos c/ 3+ crianças,DE,Germany,2024,32.5,7,14,Inicio,862,21.1
Composição agregado,2 adultos c/ 3+ crianças,DE,Germany,2024,32.5,7,14,Fim,864,32.5
Composição agregado,2 adultos c/ 3+ crianças,DK,Denmark,2024,16.4,7,14,Inicio,862,18
Composição agregado,2 adultos c/ 3+ crianças,DK,Denmark,2024,16.4,7,14,Fim,864,16.4
Composição agregado,2 adultos c/ 3+ crianças,EE,Estonia,2024,14,7,14,Inicio,862,22.2
Composição agregado,2 adultos c/ 3+ crianças,EE,Estonia,2024,14,7,14,Fim,864,14
Composição agregado,2 adultos c/ 3+ crianças,EL,Greece,2024,36.2,7,14,Inicio,862,26.9
Composição agregado,2 adultos c/ 3+ crianças,EL,Greece,2024,36.2,7,14,Fim,864,36.2
Composição agregado,2 adultos c/ 3+ crianças,ES,Spain,2024,49.1,7,14,Inicio,862,25.8
Composição agregado,2 adultos c/ 3+ crianças,ES,Spain,2024,49.1,7,14,Fim,864,49.1
Composição agregado,2 adultos c/ 3+ crianças,FI,Finland,2024,18.8,7,14,Inicio,862,16.8
Composição agregado,2 adultos c/ 3+ crianças,FI,Finland,2024,18.8,7,14,Fim,864,18.8
Composição agregado,2 adultos c/ 3+ crianças,FR,France,2024,32.1,7,14,Inicio,862,20.5
Composição agregado,2 adultos c/ 3+ crianças,FR,France,2024,32.1,7,14,Fim,864,32.1
Composição agregado,2 adultos c/ 3+ crianças,HR,Croatia,2024,24,7,14,Inicio,862,21.7
Composição agregado,2 adultos c/ 3+ crianças,HR,Croatia,2024,24,7,14,Fim,864,24
Composição agregado,2 adultos c/ 3+ crianças,HU,Hungary,2024,28.1,7,14,Inicio,862,20.2
Composição agregado,2 adultos c/ 3+ crianças,HU,Hungary,2024,28.1,7,14,Fim,864,28.1
Composição agregado,2 adultos c/ 3+ crianças,IE,Ireland,2024,22.4,7,14,Inicio,862,17.1
Composição agregado,2 adultos c/ 3+ crianças,IE,Ireland,2024,22.4,7,14,Fim,864,22.4
Composição agregado,2 adultos c/ 3+ crianças,IT,Italy,2024,36.4,7,14,Inicio,862,23.1
Composição agregado,2 adultos c/ 3+ crianças,IT,Italy,2024,36.4,7,14,Fim,864,36.4
Composição agregado,2 adultos c/ 3+ crianças,LT,Lithuania,2024,33,7,14,Inicio,862,25.8
Composição agregado,2 adultos c/ 3+ crianças,LT,Lithuania,2024,33,7,14,Fim,864,33
Composição agregado,2 adultos c/ 3+ crianças,LU,Luxembourg,2024,38.7,7,14,Inicio,862,20
Composição agregado,2 adultos c/ 3+ crianças,LU,Luxembourg,2024,38.7,7,14,Fim,864,38.7
Composição agregado,2 adultos c/ 3+ crianças,LV,Latvia,2024,22.6,7,14,Inicio,862,24.3
Composição agregado,2 adultos c/ 3+ crianças,LV,Latvia,2024,22.6,7,14,Fim,864,22.6
Composição agregado,2 adultos c/ 3+ crianças,MT,Malta,2024,73.4,7,14,Inicio,862,19.7
Composição agregado,2 adultos c/ 3+ crianças,MT,Malta,2024,73.4,7,14,Fim,864,73.4
Composição agregado,2 adultos c/ 3+ crianças,NL,Netherlands,2024,18.7,7,14,Inicio,862,15.4
Composição agregado,2 adultos c/ 3+ crianças,NL,Netherlands,2024,18.7,7,14,Fim,864,18.7
Composição agregado,2 adultos c/ 3+ crianças,NO,Norway,2024,15.6,7,14,Inicio,862,15.7
Composição agregado,2 adultos c/ 3+ crianças,NO,Norway,2024,15.6,7,14,Fim,864,15.6
Composição agregado,2 adultos c/ 3+ crianças,PL,Poland,2024,20.5,7,14,Inicio,862,16
Composição agregado,2 adultos c/ 3+ crianças,PL,Poland,2024,20.5,7,14,Fim,864,20.5
Composição agregado,2 adultos c/ 3+ crianças,PT,Portugal,2024,30.3,7,14,Inicio,862,19.7
Composição agregado,2 adultos c/ 3+ crianças,PT,Portugal,2024,30.3,7,14,Fim,864,30.3
Composição agregado,2 adultos c/ 3+ crianças,RO,Romania,2024,50.9,7,14,Inicio,862,27.9
Composição agregado,2 adultos c/ 3+ crianças,RO,Romania,2024,50.9,7,14,Fim,864,50.9
Composição agregado,2 adultos c/ 3+ crianças,RS,Serbia,2024,30.2,7,14,Inicio,862,24.3
Composição agregado,2 adultos c/ 3+ crianças,RS,Serbia,2024,30.2,7,14,Fim,864,30.2
Composição agregado,2 adultos c/ 3+ crianças,SE,Sweden,2024,30.5,7,14,Inicio,862,17.5
Composição agregado,2 adultos c/ 3+ crianças,SE,Sweden,2024,30.5,7,14,Fim,864,30.5
Composição agregado,2 adultos c/ 3+ crianças,SI,Slovenia,2024,15.4,7,14,Inicio,862,14.4
Composição agregado,2 adultos c/ 3+ crianças,SI,Slovenia,2024,15.4,7,14,Fim,864,15.4
Composição agregado,2 adultos c/ 3+ crianças,SK,Slovakia,2024,32.7,7,14,Inicio,862,18.3
Composição agregado,2 adultos c/ 3+ crianças,SK,Slovakia,2024,32.7,7,14,Fim,864,32.7
Composição agregado,2 adultos c/ 3+ crianças,TR,Türkiye,2024,55.3,7,14,Inicio,862,30.4
Composição agregado,2 adultos c/ 3+ crianças,TR,Türkiye,2024,55.3,7,14,Fim,864,55.3
Composição agregado,"2 adultos, 1 c/ 65+ anos",AT,Austria,2024,12.3,7,9,Inicio,877,16.9
Composição agregado,"2 adultos, 1 c/ 65+ anos",AT,Austria,2024,12.3,7,9,Fim,879,12.3
Composição agregado,"2 adultos, 1 c/ 65+ anos",BE,Belgium,2024,15.3,7,9,Inicio,877,18.2
Composição agregado,"2 adultos, 1 c/ 65+ anos",BE,Belgium,2024,15.3,7,9,Fim,879,15.3
Composição agregado,"2 adultos, 1 c/ 65+ anos",BG,Bulgaria,2024,27.2,7,9,Inicio,877,30.3
Composição agregado,"2 adultos, 1 c/ 65+ anos",BG,Bulgaria,2024,27.2,7,9,Fim,879,27.2
Composição agregado,"2 adultos, 1 c/ 65+ anos",CY,Cyprus,2024,34,7,9,Inicio,877,17.1
Composição agregado,"2 adultos, 1 c/ 65+ anos",CY,Cyprus,2024,34,7,9,Fim,879,34
Composição agregado,"2 adultos, 1 c/ 65+ anos",CZ,Czechia,2024,5.3,7,9,Inicio,877,11.3
Composição agregado,"2 adultos, 1 c/ 65+ anos",CZ,Czechia,2024,5.3,7,9,Fim,879,5.3
Composição agregado,"2 adultos, 1 c/ 65+ anos",DE,Germany,2024,16.6,7,9,Inicio,877,21.1
Composição agregado,"2 adultos, 1 c/ 65+ anos",DE,Germany,2024,16.6,7,9,Fim,879,16.6
Composição agregado,"2 adultos, 1 c/ 65+ anos",DK,Denmark,2024,7.4,7,9,Inicio,877,18
Composição agregado,"2 adultos, 1 c/ 65+ anos",DK,Denmark,2024,7.4,7,9,Fim,879,7.4
Composição agregado,"2 adultos, 1 c/ 65+ anos",EE,Estonia,2024,16.5,7,9,Inicio,877,22.2
Composição agregado,"2 adultos, 1 c/ 65+ anos",EE,Estonia,2024,16.5,7,9,Fim,879,16.5
Composição agregado,"2 adultos, 1 c/ 65+ anos",EL,Greece,2024,23.8,7,9,Inicio,877,26.9
