geo,Geopolitical entity (reporting),TIME_PERIOD,Exports of goods and services,Imports of goods and services,Cobertura,Pais,Ano,Trim
NO,Norway,1994-Q4,10751.6,8971.6,119.8404,Noruega,1994,4
NO,Norway,1995-Q1,10680.4,8829.7,120.9599,Noruega,1995,1
NO,Norway,1995-Q2,10429.6,8876.4,117.4981,Noruega,1995,2
NO,Norway,1995-Q3,10695.3,8882.7,120.406,Noruega,1995,3
NO,Norway,1995-Q4,10759.5,9073.3,118.5842,Noruega,1995,4
NO,Norway,1996-Q1,12080.2,9526.5,126.8063,Noruega,1996,1
NO,Norway,1996-Q2,12278.3,9537.1,128.7425,Noruega,1996,2
NO,Norway,1996-Q3,12785.4,9875.3,129.4685,Noruega,1996,3
NO,Norway,1996-Q4,13607.6,10662.3,127.6235,Noruega,1996,4
NO,Norway,1997-Q1,14166.3,10988,128.9252,Noruega,1997,1
NO,Norway,1997-Q2,14117.4,11330.1,124.6008,Noruega,1997,2
NO,Norway,1997-Q3,14448.9,11547.1,125.1301,Noruega,1997,3
NO,Norway,1997-Q4,14265.8,11851.3,120.3733,Noruega,1997,4
NO,Norway,1998-Q1,13986.1,12461.7,112.2327,Noruega,1998,1
NO,Norway,1998-Q2,13079.1,12016,108.8474,Noruega,1998,2
NO,Norway,1998-Q3,12120.4,11884.4,101.9858,Noruega,1998,3
NO,Norway,1998-Q4,11476.8,11631.2,98.6725,Noruega,1998,4
NO,Norway,1999-Q1,12030.3,11464.1,104.9389,Noruega,1999,1
NO,Norway,1999-Q2,13905.4,11503.8,120.8766,Noruega,1999,2
NO,Norway,1999-Q3,15541.6,12092.7,128.5205,Noruega,1999,3
NO,Norway,1999-Q4,17133.5,12370.8,138.4995,Noruega,1999,4
NO,Norway,2000-Q1,19430.4,13140.9,147.862,Noruega,2000,1
NO,Norway,2000-Q2,20000.5,13197.6,151.5465,Noruega,2000,2
NO,Norway,2000-Q3,21945.4,13409.1,163.6605,Noruega,2000,3
NO,Norway,2000-Q4,23500.7,13639.9,172.2938,Noruega,2000,4
NO,Norway,2001-Q1,22414.7,13941.8,160.7734,Noruega,2001,1
NO,Norway,2001-Q2,22587.3,13891.3,162.6003,Noruega,2001,2
NO,Norway,2001-Q3,22002.6,13555.4,162.3161,Noruega,2001,3
NO,Norway,2001-Q4,20548.7,13449.5,152.7841,Noruega,2001,4
NO,Norway,2002-Q1,20028.4,13434.1,149.0863,Noruega,2002,1
NO,Norway,2002-Q2,21886.4,14468.4,151.2704,Noruega,2002,2
NO,Norway,2002-Q3,21100,14062.9,150.0402,Noruega,2002,3
NO,Norway,2002-Q4,21298.1,14388.2,148.0248,Noruega,2002,4
NO,Norway,2003-Q1,21253,14005.5,151.7475,Noruega,2003,1
NO,Norway,2003-Q2,19596.8,13279.9,147.5674,Noruega,2003,2
NO,Norway,2003-Q3,19199.1,13223.5,145.1892,Noruega,2003,3
NO,Norway,2003-Q4,20570.7,13625.8,150.9688,Noruega,2003,4
NO,Norway,2004-Q1,20489.2,13696.7,149.5922,Noruega,2004,1
NO,Norway,2004-Q2,21673.8,14538.8,149.0756,Noruega,2004,2
NO,Norway,2004-Q3,22323.8,14977.8,149.0459,Noruega,2004,3
NO,Norway,2004-Q4,23404.3,15713.8,148.9411,Noruega,2004,4
NO,Norway,2005-Q1,24109.2,15349.6,157.0673,Noruega,2005,1
NO,Norway,2005-Q2,26291.1,16621.1,158.1791,Noruega,2005,2
NO,Norway,2005-Q3,28433.5,17595.8,161.5925,Noruega,2005,3
NO,Norway,2005-Q4,29602.1,17875.1,165.6052,Noruega,2005,4
NO,Norway,2006-Q1,30894.8,17645.8,175.083,Noruega,2006,1
NO,Norway,2006-Q2,31197.5,18942.3,164.6975,Noruega,2006,2
NO,Norway,2006-Q3,30967.4,18813.5,164.602,Noruega,2006,3
NO,Norway,2006-Q4,30117.5,19572.4,153.8774,Noruega,2006,4
NO,Norway,2007-Q1,29830.1,20361.9,146.4996,Noruega,2007,1
NO,Norway,2007-Q2,30437.8,20986.6,145.0345,Noruega,2007,2
NO,Norway,2007-Q3,31742,21499,147.6441,Noruega,2007,3
NO,Norway,2007-Q4,34545.8,22520.6,153.3964,Noruega,2007,4
NO,Norway,2008-Q1,36634.5,22988.3,159.3615,Noruega,2008,1
NO,Norway,2008-Q2,39870.9,23216.7,171.7337,Noruega,2008,2
NO,Norway,2008-Q3,38671.5,23640.6,163.5809,Noruega,2008,3
NO,Norway,2008-Q4,32695.9,21407.3,152.7325,Noruega,2008,4
NO,Norway,2009-Q1,26545.2,18885.5,140.5586,Noruega,2009,1
NO,Norway,2009-Q2,26715.7,19030.8,140.3814,Noruega,2009,2
NO,Norway,2009-Q3,28313,19623,144.2848,Noruega,2009,3
NO,Norway,2009-Q4,29792.1,19768.4,150.7057,Noruega,2009,4
NO,Norway,2010-Q1,31665.5,21455.4,147.5876,Noruega,2010,1
NO,Norway,2010-Q2,32535.2,23639,137.6336,Noruega,2010,2
NO,Norway,2010-Q3,32143.9,23177.4,138.6864,Noruega,2010,3
NO,Norway,2010-Q4,34339.7,23182.9,148.1251,Noruega,2010,4
NO,Norway,2011-Q1,36285.2,25993.3,139.5944,Noruega,2011,1
NO,Norway,2011-Q2,37024.9,24240.2,152.7417,Noruega,2011,2
NO,Norway,2011-Q3,38444.9,24581.9,156.3952,Noruega,2011,3
NO,Norway,2011-Q4,38463.6,25911.4,148.4428,Noruega,2011,4
NO,Norway,2012-Q1,42091,26237.7,160.4218,Noruega,2012,1
NO,Norway,2012-Q2,41726.9,27114.5,153.8915,Noruega,2012,2
NO,Norway,2012-Q3,40657,27569.5,147.4709,Noruega,2012,3
NO,Norway,2012-Q4,40238.8,27690.3,145.3173,Noruega,2012,4
NO,Norway,2013-Q1,39538.3,27904.4,141.692,Noruega,2013,1
NO,Norway,2013-Q2,40119.6,28034,143.1105,Noruega,2013,2
NO,Norway,2013-Q3,39960.3,28108.5,142.1645,Noruega,2013,3
NO,Norway,2013-Q4,38343.6,27332.3,140.2868,Noruega,2013,4
NO,Norway,2014-Q1,38583.3,26987,142.9699,Noruega,2014,1
NO,Norway,2014-Q2,37712.8,27705.6,136.1198,Noruega,2014,2
NO,Norway,2014-Q3,37481.3,29060.6,128.9763,Noruega,2014,3
NO,Norway,2014-Q4,36614.5,27573.5,132.7887,Noruega,2014,4
NO,Norway,2015-Q1,34331.8,28638.7,119.879,Noruega,2015,1
NO,Norway,2015-Q2,35168.5,28655.4,122.729,Noruega,2015,2
NO,Norway,2015-Q3,34535.7,27128.7,127.3032,Noruega,2015,3
NO,Norway,2015-Q4,31157.7,27181.1,114.63,Noruega,2015,4
NO,Norway,2016-Q1,28115.6,27135.7,103.6111,Noruega,2016,1
NO,Norway,2016-Q2,29844.7,27132.3,109.9969,Noruega,2016,2
NO,Norway,2016-Q3,30282.5,28175.7,107.4774,Noruega,2016,3
NO,Norway,2016-Q4,32033.7,28587.4,112.0553,Noruega,2016,4
NO,Norway,2017-Q1,33592.2,29238.4,114.8907,Noruega,2017,1
NO,Norway,2017-Q2,32515.7,28565.2,113.8298,Noruega,2017,2
NO,Norway,2017-Q3,32467,28630.1,113.4016,Noruega,2017,3
NO,Norway,2017-Q4,32463.5,29089.8,111.5975,Noruega,2017,4
NO,Norway,2018-Q1,33756.6,28626.2,117.922,Noruega,2018,1
NO,Norway,2018-Q2,35479.8,29969.2,118.3875,Noruega,2018,2
NO,Norway,2018-Q3,37570.8,30115.5,124.7557,Noruega,2018,3
NO,Norway,2018-Q4,35701,30099.2,118.6111,Noruega,2018,4
NO,Norway,2019-Q1,35506.8,30895.7,114.9247,Noruega,2019,1
NO,Norway,2019-Q2,32981.9,31614.7,104.3246,Noruega,2019,2
NO,Norway,2019-Q3,32076.6,31808.9,100.8416,Noruega,2019,3
NO,Norway,2019-Q4,33409.9,31280.5,106.8074,Noruega,2019,4
NO,Norway,2020-Q1,33330.3,30555.9,109.0798,Noruega,2020,1
NO,Norway,2020-Q2,24193.5,24073.4,100.4989,Noruega,2020,2
NO,Norway,2020-Q3,18967.7,26457.4,71.6915,Noruega,2020,3
NO,Norway,2020-Q4,27021.2,26290,102.7813,Noruega,2020,4
NO,Norway,2021-Q1,33822.2,26545.8,127.4107,Noruega,2021,1
NO,Norway,2021-Q2,41009.3,29053.7,141.15,Noruega,2021,2
NO,Norway,2021-Q3,42207.1,30539.8,138.2036,Noruega,2021,3
NO,Norway,2021-Q4,65375,33261.9,196.5462,Noruega,2021,4
NO,Norway,2022-Q1,72231.1,34970.7,206.5475,Noruega,2022,1
NO,Norway,2022-Q2,74577.1,37682.5,197.9091,Noruega,2022,2
NO,Norway,2022-Q3,96684.6,40235,240.2997,Noruega,2022,3
NO,Norway,2022-Q4,70725.3,40254.5,175.6954,Noruega,2022,4
NO,Norway,2023-Q1,59425.5,37401.5,158.8853,Noruega,2023,1
NO,Norway,2023-Q2,52005.2,36142.4,143.8897,Noruega,2023,2
NO,Norway,2023-Q3,49842.8,35477.4,140.4917,Noruega,2023,3
NO,Norway,2023-Q4,52858.7,36093.3,146.4502,Noruega,2023,4
NO,Norway,2024-Q1,52158.7,36554.7,142.6867,Noruega,2024,1
NO,Norway,2024-Q2,56745.4,37905.4,149.7027,Noruega,2024,2
NO,Norway,2024-Q3,50101.3,38035.6,131.7221,Noruega,2024,3
NO,Norway,2024-Q4,54128.2,38961.7,138.9267,Noruega,2024,4
NO,Norway,2025-Q1,58324.2,38712.3,150.6606,Noruega,2025,1
PL,Poland,1995-Q1,5691.8,4987.9,114.1122,Polónia,1995,1
PL,Poland,1995-Q2,6117.2,5516.7,110.8851,Polónia,1995,2
PL,Poland,1995-Q3,6508.4,5742.5,113.3374,Polónia,1995,3
PL,Poland,1995-Q4,6673.9,6307.5,105.809,Polónia,1995,4
PL,Poland,1996-Q1,7068.3,7062.8,100.0779,Polónia,1996,1
PL,Poland,1996-Q2,6936,7272.5,95.373,Polónia,1996,2
PL,Poland,1996-Q3,6830.7,7568.5,90.2517,Polónia,1996,3
PL,Poland,1996-Q4,7032.1,7668,91.7071,Polónia,1996,4
PL,Poland,1997-Q1,7796.6,8639.1,90.2478,Polónia,1997,1
PL,Poland,1997-Q2,7966.3,9208.3,86.5122,Polónia,1997,2
PL,Poland,1997-Q3,8308.8,9644.3,86.1524,Polónia,1997,3
PL,Poland,1997-Q4,8634.3,10578.6,81.6204,Polónia,1997,4
PL,Poland,1998-Q1,9918.6,11928.4,83.1511,Polónia,1998,1
PL,Poland,1998-Q2,10460.3,12034.5,86.9193,Polónia,1998,2
PL,Poland,1998-Q3,10025.1,12070.6,83.0539,Polónia,1998,3
PL,Poland,1998-Q4,9599.1,11666.5,82.2792,Polónia,1998,4
PL,Poland,1999-Q1,8991.3,11308.6,79.5085,Polónia,1999,1
PL,Poland,1999-Q2,9176.1,11773,77.9419,Polónia,1999,2
PL,Poland,1999-Q3,9870,12198.6,80.9109,Polónia,1999,3
PL,Poland,1999-Q4,10175.8,12488.8,81.4794,Polónia,1999,4
PL,Poland,2000-Q1,11392.5,14587.9,78.0955,Polónia,2000,1
PL,Poland,2000-Q2,12455.1,15551.7,80.0884,Polónia,2000,2
PL,Poland,2000-Q3,12854.3,15742.8,81.6519,Polónia,2000,3
PL,Poland,2000-Q4,13799.2,16844.5,81.9211,Polónia,2000,4
PL,Poland,2001-Q1,14188.8,16176,87.7151,Polónia,2001,1
PL,Poland,2001-Q2,14644.2,16666.1,87.8682,Polónia,2001,2
PL,Poland,2001-Q3,14346.9,16349.5,87.7513,Polónia,2001,3
PL,Poland,2001-Q4,14592.5,16701.6,87.3719,Polónia,2001,4
PL,Poland,2002-Q1,14756.2,16521.8,89.3135,Polónia,2002,1
PL,Poland,2002-Q2,15229.4,17365.8,87.6977,Polónia,2002,2
PL,Poland,2002-Q3,14805.6,16675.9,88.7844,Polónia,2002,3
PL,Poland,2002-Q4,15465.6,17289.7,89.4498,Polónia,2002,4
PL,Poland,2003-Q1,15457.2,17063.3,90.5874,Polónia,2003,1
PL,Poland,2003-Q2,15659.3,16766.3,93.3975,Polónia,2003,2
PL,Poland,2003-Q3,16322.4,17725.7,92.0832,Polónia,2003,3
PL,Poland,2003-Q4,16633.2,17803.5,93.4266,Polónia,2003,4
PL,Poland,2004-Q1,16095.6,17192.3,93.621,Polónia,2004,1
PL,Poland,2004-Q2,17635.9,19849.6,88.8476,Polónia,2004,2
PL,Poland,2004-Q3,18094.2,19626.4,92.1932,Polónia,2004,3
PL,Poland,2004-Q4,18910.6,19865.2,95.1946,Polónia,2004,4
PL,Poland,2005-Q1,20242,20357.8,99.4312,Polónia,2005,1
PL,Poland,2005-Q2,20347.2,21557.5,94.3857,Polónia,2005,2
PL,Poland,2005-Q3,21553.8,22436.2,96.0671,Polónia,2005,3
PL,Poland,2005-Q4,23312.8,24053.4,96.921,Polónia,2005,4
PL,Poland,2006-Q1,24885.2,26162.4,95.1182,Polónia,2006,1
PL,Poland,2006-Q2,25190.2,26687.4,94.3899,Polónia,2006,2
PL,Poland,2006-Q3,25974.5,27629.5,94.01,Polónia,2006,3
PL,Poland,2006-Q4,27929.9,29844.4,93.5851,Polónia,2006,4
PL,Poland,2007-Q1,28550.9,31502.3,90.6312,Polónia,2007,1
PL,Poland,2007-Q2,29275.7,32319.9,90.581,Polónia,2007,2
PL,Poland,2007-Q3,30885.1,33465.1,92.2905,Polónia,2007,3
PL,Poland,2007-Q4,32742,35789.2,91.4857,Polónia,2007,4
PL,Poland,2008-Q1,34734.3,39175.2,88.664,Polónia,2008,1
PL,Poland,2008-Q2,35759.6,41116.6,86.9712,Polónia,2008,2
PL,Poland,2008-Q3,36792.2,41952.4,87.6999,Polónia,2008,3
PL,Poland,2008-Q4,31662.6,35823.4,88.3852,Polónia,2008,4
PL,Poland,2009-Q1,27900.4,29130.3,95.7779,Polónia,2009,1
PL,Poland,2009-Q2,28128.5,28790.3,97.7013,Polónia,2009,2
PL,Poland,2009-Q3,30219.5,31133.1,97.0655,Polónia,2009,3
PL,Poland,2009-Q4,31415.5,31751.4,98.9421,Polónia,2009,4
PL,Poland,2010-Q1,33063.4,34874.1,94.8079,Polónia,2010,1
PL,Poland,2010-Q2,35680.6,37683.4,94.6852,Polónia,2010,2
PL,Poland,2010-Q3,36875,39476.7,93.4095,Polónia,2010,3
PL,Poland,2010-Q4,38110.3,40568.2,93.9413,Polónia,2010,4
PL,Poland,2011-Q1,39857,41789.8,95.3749,Polónia,2011,1
PL,Poland,2011-Q2,40744.4,43412,93.8552,Polónia,2011,2
PL,Poland,2011-Q3,40232.4,42218.6,95.2954,Polónia,2011,3
PL,Poland,2011-Q4,39845.5,41886.2,95.128,Polónia,2011,4
PL,Poland,2012-Q1,41991.7,43996,95.4444,Polónia,2012,1
PL,Poland,2012-Q2,42027.9,42887.8,97.995,Polónia,2012,2
PL,Poland,2012-Q3,43122.6,43060.9,100.1433,Polónia,2012,3
PL,Poland,2012-Q4,43626.1,43870.2,99.4436,Polónia,2012,4
PL,Poland,2013-Q1,43553.9,42973,101.3518,Polónia,2013,1
PL,Poland,2013-Q2,43857.5,42473.8,103.2578,Polónia,2013,2
PL,Poland,2013-Q3,45352,44436.7,102.0598,Polónia,2013,3
PL,Poland,2013-Q4,45891.6,44393.4,103.3748,Polónia,2013,4
PL,Poland,2014-Q1,46100,46169.5,99.8495,Polónia,2014,1
PL,Poland,2014-Q2,47301.9,46706.3,101.2752,Polónia,2014,2
PL,Poland,2014-Q3,47923.7,46958.2,102.0561,Polónia,2014,3
PL,Poland,2014-Q4,47907.8,47477.4,100.9065,Polónia,2014,4
PL,Poland,2015-Q1,49789.1,47404.9,105.0294,Polónia,2015,1
PL,Poland,2015-Q2,51139.1,49462.1,103.3905,Polónia,2015,2
PL,Poland,2015-Q3,51224.4,49517.1,103.4479,Polónia,2015,3
PL,Poland,2015-Q4,52187.2,48792.4,106.9576,Polónia,2015,4
PL,Poland,2016-Q1,51482.1,48196.6,106.8169,Polónia,2016,1
PL,Poland,2016-Q2,53452.3,50056.7,106.7835,Polónia,2016,2
PL,Poland,2016-Q3,53644.1,50852.8,105.489,Polónia,2016,3
PL,Poland,2016-Q4,55073.9,51785.4,106.3502,Polónia,2016,4
PL,Poland,2017-Q1,58483.6,56115.5,104.22,Polónia,2017,1
PL,Poland,2017-Q2,60338.5,56879.1,106.082,Polónia,2017,2
PL,Poland,2017-Q3,61386.6,57098.7,107.5096,Polónia,2017,3
PL,Poland,2017-Q4,62337.9,59228.9,105.2491,Polónia,2017,4
PL,Poland,2018-Q1,64221.7,61781.6,103.9496,Polónia,2018,1
PL,Poland,2018-Q2,64965,62552,103.8576,Polónia,2018,2
PL,Poland,2018-Q3,66208.1,63299.7,104.5947,Polónia,2018,3
PL,Poland,2018-Q4,67728,65261.5,103.7794,Polónia,2018,4
PL,Poland,2019-Q1,69483.9,65398.8,106.2464,Polónia,2019,1
PL,Poland,2019-Q2,70427.6,66281.2,106.2558,Polónia,2019,2
PL,Poland,2019-Q3,71561,66284.5,107.9604,Polónia,2019,3
PL,Poland,2019-Q4,71759.2,65721.1,109.1875,Polónia,2019,4
PL,Poland,2020-Q1,71787.6,66849,107.3877,Polónia,2020,1
PL,Poland,2020-Q2,58409.3,51453.5,113.5186,Polónia,2020,2
PL,Poland,2020-Q3,72598.7,63769.2,113.846,Polónia,2020,3
PL,Poland,2020-Q4,76266.8,66928.8,113.9521,Polónia,2020,4
PL,Poland,2021-Q1,77951.7,70703.9,110.2509,Polónia,2021,1
PL,Poland,2021-Q2,81615.2,75537.4,108.0461,Polónia,2021,2
PL,Poland,2021-Q3,84139,80201.8,104.9091,Polónia,2021,3
PL,Poland,2021-Q4,88934.9,86796.8,102.4633,Polónia,2021,4
PL,Poland,2022-Q1,94059.6,93840.3,100.2337,Polónia,2022,1
PL,Poland,2022-Q2,103730.1,100661.1,103.0488,Polónia,2022,2
PL,Poland,2022-Q3,106807.7,103129.2,103.5669,Polónia,2022,3
PL,Poland,2022-Q4,107643.2,103246.1,104.2589,Polónia,2022,4
PL,Poland,2023-Q1,109702.2,99926.5,109.7829,Polónia,2023,1
PL,Poland,2023-Q2,109674.8,97933.7,111.9888,Polónia,2023,2
PL,Poland,2023-Q3,107729,96149,112.0438,Polónia,2023,3
PL,Poland,2023-Q4,108562.9,98370.6,110.3611,Polónia,2023,4
PL,Poland,2024-Q1,110503.2,99383.5,111.1887,Polónia,2024,1
PL,Poland,2024-Q2,110016.9,102316.7,107.5258,Polónia,2024,2
PL,Poland,2024-Q3,111389.8,103616.9,107.5016,Polónia,2024,3
PL,Poland,2024-Q4,110534.3,103273,107.0312,Polónia,2024,4
PL,Poland,2025-Q1,111646.3,106760.6,104.5763,Polónia,2025,1
PT,Portugal,1995-Q1,5943.2,7338.4,80.9877,Portugal,1995,1
PT,Portugal,1995-Q2,5914,7688.2,76.9231,Portugal,1995,2
PT,Portugal,1995-Q3,6122.4,7404.3,82.6871,Portugal,1995,3
PT,Portugal,1995-Q4,6382.8,7733.7,82.5323,Portugal,1995,4
PT,Portugal,1996-Q1,6405.2,7841.5,81.6834,Portugal,1996,1
PT,Portugal,1996-Q2,6369.6,8034.7,79.2761,Portugal,1996,2
PT,Portugal,1996-Q3,6408.2,8186.3,78.2796,Portugal,1996,3
PT,Portugal,1996-Q4,6469.2,8463.8,76.4338,Portugal,1996,4
PT,Portugal,1997-Q1,6684.6,8643,77.3412,Portugal,1997,1
PT,Portugal,1997-Q2,6973.3,8915,78.2199,Portugal,1997,2
PT,Portugal,1997-Q3,7092.8,9193.9,77.1468,Portugal,1997,3
PT,Portugal,1997-Q4,7298.9,9555.7,76.3827,Portugal,1997,4
PT,Portugal,1998-Q1,7370.3,9764.3,75.4821,Portugal,1998,1
PT,Portugal,1998-Q2,7639.7,10203.2,74.8755,Portugal,1998,2
PT,Portugal,1998-Q3,7736.9,10030.7,77.1322,Portugal,1998,3
PT,Portugal,1998-Q4,7502.8,10399.9,72.143,Portugal,1998,4
PT,Portugal,1999-Q1,7635.2,10389.7,73.4882,Portugal,1999,1
PT,Portugal,1999-Q2,7730.2,10639.1,72.6584,Portugal,1999,2
PT,Portugal,1999-Q3,8023.6,11186.2,71.7277,Portugal,1999,3
PT,Portugal,1999-Q4,8284.3,11837.6,69.9829,Portugal,1999,4
PT,Portugal,2000-Q1,8660.1,12197.3,71.0001,Portugal,2000,1
PT,Portugal,2000-Q2,8769.4,12338.4,71.074,Portugal,2000,2
PT,Portugal,2000-Q3,9198.6,12578.1,73.1319,Portugal,2000,3
PT,Portugal,2000-Q4,9590.7,13286.7,72.1827,Portugal,2000,4
PT,Portugal,2001-Q1,9309.2,12600.7,73.8784,Portugal,2001,1
PT,Portugal,2001-Q2,9434.4,13263.1,71.1327,Portugal,2001,2
PT,Portugal,2001-Q3,9163.3,12751.8,71.8589,Portugal,2001,3
PT,Portugal,2001-Q4,9346.2,12510,74.7098,Portugal,2001,4
PT,Portugal,2002-Q1,9424.1,12520,75.2724,Portugal,2002,1
PT,Portugal,2002-Q2,9674.7,12723.4,76.0386,Portugal,2002,2
PT,Portugal,2002-Q3,9675.2,12535.3,77.1836,Portugal,2002,3
PT,Portugal,2002-Q4,9820.3,12450.2,78.8766,Portugal,2002,4
PT,Portugal,2003-Q1,10123.7,12221.6,82.8345,Portugal,2003,1
PT,Portugal,2003-Q2,10193.3,12223.7,83.3896,Portugal,2003,2
PT,Portugal,2003-Q3,9786.5,12287.3,79.6473,Portugal,2003,3
PT,Portugal,2003-Q4,9871.2,12597.2,78.3603,Portugal,2003,4
PT,Portugal,2004-Q1,10120.6,12856.7,78.7185,Portugal,2004,1
PT,Portugal,2004-Q2,10850.3,13388,81.045,Portugal,2004,2
PT,Portugal,2004-Q3,10324.5,13485.2,76.5617,Portugal,2004,3
PT,Portugal,2004-Q4,10827.3,14375.4,75.3183,Portugal,2004,4
PT,Portugal,2005-Q1,10288.2,13735.5,74.9023,Portugal,2005,1
PT,Portugal,2005-Q2,10665.7,14085.9,75.719,Portugal,2005,2
PT,Portugal,2005-Q3,10852.2,14245.7,76.1788,Portugal,2005,3
PT,Portugal,2005-Q4,11136.6,14790.4,75.2961,Portugal,2005,4
PT,Portugal,2006-Q1,11788.2,15460.6,76.2467,Portugal,2006,1
PT,Portugal,2006-Q2,12352.2,15927.8,77.5512,Portugal,2006,2
PT,Portugal,2006-Q3,13246.4,15921.1,83.2003,Portugal,2006,3
PT,Portugal,2006-Q4,13085.6,16184.8,80.8512,Portugal,2006,4
PT,Portugal,2007-Q1,13507.6,16303.4,82.8514,Portugal,2007,1
PT,Portugal,2007-Q2,13600.1,16839.6,80.7626,Portugal,2007,2
PT,Portugal,2007-Q3,13678.9,17151.2,79.7548,Portugal,2007,3
PT,Portugal,2007-Q4,13953.9,17709,78.7955,Portugal,2007,4
PT,Portugal,2008-Q1,14571.2,18554.5,78.5319,Portugal,2008,1
PT,Portugal,2008-Q2,14267,18806.4,75.8625,Portugal,2008,2
PT,Portugal,2008-Q3,14200.2,18859.8,75.2935,Portugal,2008,3
PT,Portugal,2008-Q4,12951.1,16879.5,76.7268,Portugal,2008,4
PT,Portugal,2009-Q1,11475.4,14604.1,78.5766,Portugal,2009,1
PT,Portugal,2009-Q2,11603,14576.3,79.6018,Portugal,2009,2
PT,Portugal,2009-Q3,12346.5,15221.3,81.1133,Portugal,2009,3
PT,Portugal,2009-Q4,12452.9,15588.9,79.8831,Portugal,2009,4
PT,Portugal,2010-Q1,12807.6,16225.4,78.9355,Portugal,2010,1
PT,Portugal,2010-Q2,13266.5,17191.8,77.1676,Portugal,2010,2
PT,Portugal,2010-Q3,13764.4,16605.9,82.8886,Portugal,2010,3
PT,Portugal,2010-Q4,14169.2,17715.3,79.9828,Portugal,2010,4
PT,Portugal,2011-Q1,14564.1,17319.7,84.0898,Portugal,2011,1
PT,Portugal,2011-Q2,15232.2,17587.1,86.6101,Portugal,2011,2
PT,Portugal,2011-Q3,15319,16918.2,90.5475,Portugal,2011,3
PT,Portugal,2011-Q4,15558.3,16226.7,95.8809,Portugal,2011,4
PT,Portugal,2012-Q1,15965.1,16668.5,95.7801,Portugal,2012,1
PT,Portugal,2012-Q2,15848.4,15861.3,99.9187,Portugal,2012,2
PT,Portugal,2012-Q3,15921.1,15912.2,100.0559,Portugal,2012,3
PT,Portugal,2012-Q4,15844.2,15969.4,99.216,Portugal,2012,4
PT,Portugal,2013-Q1,16458,15889.2,103.5798,Portugal,2013,1
PT,Portugal,2013-Q2,16823.8,16312.5,103.1344,Portugal,2013,2
PT,Portugal,2013-Q3,17118.8,16720.9,102.3797,Portugal,2013,3
PT,Portugal,2013-Q4,17125.4,16730.4,102.361,Portugal,2013,4
PT,Portugal,2014-Q1,16843,16775.2,100.4042,Portugal,2014,1
PT,Portugal,2014-Q2,17512.7,17141.1,102.1679,Portugal,2014,2
PT,Portugal,2014-Q3,17459.8,17641.9,98.9678,Portugal,2014,3
PT,Portugal,2014-Q4,17779.7,17778.2,100.0084,Portugal,2014,4
PT,Portugal,2015-Q1,18109.1,17462.9,103.7004,Portugal,2015,1
PT,Portugal,2015-Q2,18350.6,18481.5,99.2917,Portugal,2015,2
PT,Portugal,2015-Q3,18308.3,17853.9,102.5451,Portugal,2015,3
PT,Portugal,2015-Q4,18222.8,17863.7,102.0102,Portugal,2015,4
PT,Portugal,2016-Q1,17982.3,17548.7,102.4708,Portugal,2016,1
PT,Portugal,2016-Q2,18371,17846.7,102.9378,Portugal,2016,2
PT,Portugal,2016-Q3,19148.1,18322.4,104.5065,Portugal,2016,3
PT,Portugal,2016-Q4,19712.8,19282.5,102.2316,Portugal,2016,4
PT,Portugal,2017-Q1,20748.6,20126.9,103.0889,Portugal,2017,1
PT,Portugal,2017-Q2,20522.9,20159.3,101.8036,Portugal,2017,2
PT,Portugal,2017-Q3,20992.1,20384.1,102.9827,Portugal,2017,3
PT,Portugal,2017-Q4,21693.2,21179.8,102.424,Portugal,2017,4
PT,Portugal,2018-Q1,22118.1,21784,101.5337,Portugal,2018,1
PT,Portugal,2018-Q2,22496.1,21959.6,102.4431,Portugal,2018,2
PT,Portugal,2018-Q3,22519.3,22072.7,102.0233,Portugal,2018,3
PT,Portugal,2018-Q4,22404.5,22451.7,99.7898,Portugal,2018,4
PT,Portugal,2019-Q1,23209.8,23209.5,100.0013,Portugal,2019,1
PT,Portugal,2019-Q2,23234.7,23108.7,100.5452,Portugal,2019,2
PT,Portugal,2019-Q3,23247.6,23089.4,100.6852,Portugal,2019,3
PT,Portugal,2019-Q4,23939.3,23075.8,103.742,Portugal,2019,4
PT,Portugal,2020-Q1,22102.1,22962.7,96.2522,Portugal,2020,1
PT,Portugal,2020-Q2,13920.8,15436,90.184,Portugal,2020,2
PT,Portugal,2020-Q3,18920.6,19680.9,96.1369,Portugal,2020,3
PT,Portugal,2020-Q4,19953.4,20831,95.787,Portugal,2020,4
PT,Portugal,2021-Q1,20593.2,21973.2,93.7196,Portugal,2021,1
PT,Portugal,2021-Q2,20559,22418.6,91.7051,Portugal,2021,2
PT,Portugal,2021-Q3,23213.6,24502.3,94.7405,Portugal,2021,3
PT,Portugal,2021-Q4,25583.9,27067,94.5206,Portugal,2021,4
PT,Portugal,2022-Q1,27203.1,29280,92.9068,Portugal,2022,1
PT,Portugal,2022-Q2,30389.1,31821,95.5001,Portugal,2022,2
PT,Portugal,2022-Q3,31806.6,33215,95.7597,Portugal,2022,3
PT,Portugal,2022-Q4,31315.3,32255,97.0867,Portugal,2022,4
PT,Portugal,2023-Q1,32221.8,31696.3,101.6579,Portugal,2023,1
PT,Portugal,2023-Q2,31777.6,30698.7,103.5145,Portugal,2023,2
PT,Portugal,2023-Q3,31292.3,30679.7,101.9968,Portugal,2023,3
