Pais_Desc,Pais_Cod,Mes,Taxa,TaxaEA,Diferenca
Polónia,PL,12/15/2024,2.8,6.3,-3.5
Polónia,PL,1/15/2025,3,6.3,-3.3
Polónia,PL,2/15/2025,3.1,6.3,-3.2
Polónia,PL,3/15/2025,3.1,6.4,-3.3
Polónia,PL,4/15/2025,3.1,6.3,-3.2
Polónia,PL,5/15/2025,3,6.4,-3.4
Polónia,PL,6/15/2025,3.1,6.3,-3.2
Portugal,PT,1/15/2000,5.6,9.4,-3.8
Portugal,PT,2/15/2000,5.4,9.4,-4
Portugal,PT,3/15/2000,5.3,9.3,-4
Portugal,PT,4/15/2000,5.2,9.2,-4
Portugal,PT,5/15/2000,5.3,9.1,-3.8
Portugal,PT,6/15/2000,5.2,9.1,-3.9
Portugal,PT,7/15/2000,5.3,9,-3.7
Portugal,PT,8/15/2000,5.4,9,-3.6
Portugal,PT,9/15/2000,5.4,8.9,-3.5
Portugal,PT,10/15/2000,5.2,8.8,-3.6
Portugal,PT,11/15/2000,5,8.8,-3.8
Portugal,PT,12/15/2000,5,8.7,-3.7
Portugal,PT,1/15/2001,5.1,8.6,-3.5
Portugal,PT,2/15/2001,5.3,8.5,-3.2
Portugal,PT,3/15/2001,5.4,8.5,-3.1
Portugal,PT,4/15/2001,5.4,8.5,-3.1
Portugal,PT,5/15/2001,5.4,8.5,-3.1
Portugal,PT,6/15/2001,5.4,8.5,-3.1
Portugal,PT,7/15/2001,5.5,8.5,-3
Portugal,PT,8/15/2001,5.4,8.5,-3.1
Portugal,PT,9/15/2001,5.4,8.5,-3.1
Portugal,PT,10/15/2001,5.4,8.5,-3.1
Portugal,PT,11/15/2001,5.4,8.6,-3.2
Portugal,PT,12/15/2001,5.4,8.6,-3.2
Portugal,PT,1/15/2002,5.6,8.6,-3
Portugal,PT,2/15/2002,5.6,8.6,-3
Portugal,PT,3/15/2002,5.7,8.6,-2.9
Portugal,PT,4/15/2002,5.8,8.6,-2.8
Portugal,PT,5/15/2002,6.2,8.7,-2.5
Portugal,PT,6/15/2002,6.4,8.7,-2.3
Portugal,PT,7/15/2002,6.6,8.8,-2.2
Portugal,PT,8/15/2002,6.6,8.8,-2.2
Portugal,PT,9/15/2002,6.8,8.9,-2.1
Portugal,PT,10/15/2002,7.3,8.9,-1.6
Portugal,PT,11/15/2002,7.5,8.9,-1.4
Portugal,PT,12/15/2002,7.5,9,-1.5
Portugal,PT,1/15/2003,7.6,9.1,-1.5
Portugal,PT,2/15/2003,7.6,9.1,-1.5
Portugal,PT,3/15/2003,7.7,9.2,-1.5
Portugal,PT,4/15/2003,7.8,9.2,-1.4
Portugal,PT,5/15/2003,8,9.2,-1.2
Portugal,PT,6/15/2003,8,9.2,-1.2
Portugal,PT,7/15/2003,7.8,9.2,-1.4
Portugal,PT,8/15/2003,7.8,9.2,-1.4
Portugal,PT,9/15/2003,7.9,9.2,-1.3
Portugal,PT,10/15/2003,8,9.2,-1.2
Portugal,PT,11/15/2003,7.9,9.2,-1.3
Portugal,PT,12/15/2003,7.7,9.3,-1.6
Portugal,PT,1/15/2004,7.5,9.4,-1.9
Portugal,PT,2/15/2004,7.6,9.4,-1.8
Portugal,PT,3/15/2004,7.6,9.4,-1.8
Portugal,PT,4/15/2004,7.8,9.4,-1.6
Portugal,PT,5/15/2004,8.1,9.4,-1.3
Portugal,PT,6/15/2004,8.3,9.3,-1
Portugal,PT,7/15/2004,8.2,9.4,-1.2
Portugal,PT,8/15/2004,8.5,9.4,-0.9
Portugal,PT,9/15/2004,8.6,9.4,-0.8
Portugal,PT,10/15/2004,8.5,9.4,-0.9
Portugal,PT,11/15/2004,8.5,9.4,-0.9
Portugal,PT,12/15/2004,8.7,9.4,-0.7
Portugal,PT,1/15/2005,8.7,9.3,-0.6
Portugal,PT,2/15/2005,8.8,9.3,-0.5
Portugal,PT,3/15/2005,9,9.3,-0.3
Portugal,PT,4/15/2005,9.1,9.4,-0.3
Portugal,PT,5/15/2005,9.1,9.3,-0.2
Portugal,PT,6/15/2005,9.2,9.3,-0.1
Portugal,PT,7/15/2005,9.5,9.2,0.3
Portugal,PT,8/15/2005,9.5,9.2,0.3
Portugal,PT,9/15/2005,9.5,9.2,0.3
Portugal,PT,10/15/2005,9.5,9.2,0.3
Portugal,PT,11/15/2005,9.5,9.1,0.4
Portugal,PT,12/15/2005,9.3,9.1,0.2
Portugal,PT,1/15/2006,9.2,9,0.2
Portugal,PT,2/15/2006,9.1,8.9,0.2
Portugal,PT,3/15/2006,9.1,8.8,0.3
Portugal,PT,4/15/2006,9.1,8.7,0.4
Portugal,PT,5/15/2006,9.1,8.6,0.5
Portugal,PT,6/15/2006,9.1,8.5,0.6
Portugal,PT,7/15/2006,9.2,8.4,0.8
Portugal,PT,8/15/2006,9.2,8.4,0.8
Portugal,PT,9/15/2006,9.6,8.3,1.3
Portugal,PT,10/15/2006,9.7,8.2,1.5
Portugal,PT,11/15/2006,9.7,8.2,1.5
Portugal,PT,12/15/2006,9.7,8.1,1.6
Portugal,PT,1/15/2007,9.7,8,1.7
Portugal,PT,2/15/2007,9.8,7.9,1.9
Portugal,PT,3/15/2007,9.7,7.8,1.9
Portugal,PT,4/15/2007,9.9,7.7,2.2
Portugal,PT,5/15/2007,9.8,7.7,2.1
Portugal,PT,6/15/2007,9.6,7.6,2
Portugal,PT,7/15/2007,9.7,7.6,2.1
Portugal,PT,8/15/2007,9.6,7.6,2
Portugal,PT,9/15/2007,9.4,7.5,1.9
Portugal,PT,10/15/2007,9.4,7.5,1.9
Portugal,PT,11/15/2007,9.3,7.4,1.9
Portugal,PT,12/15/2007,9.2,7.5,1.7
Portugal,PT,1/15/2008,9,7.4,1.6
Portugal,PT,2/15/2008,8.9,7.4,1.5
Portugal,PT,3/15/2008,9,7.4,1.6
Portugal,PT,4/15/2008,9,7.5,1.5
Portugal,PT,5/15/2008,9.1,7.5,1.6
Portugal,PT,6/15/2008,9.3,7.6,1.7
Portugal,PT,7/15/2008,9.2,7.6,1.6
Portugal,PT,8/15/2008,9.4,7.7,1.7
Portugal,PT,9/15/2008,9.4,7.8,1.6
Portugal,PT,10/15/2008,9.3,7.9,1.4
Portugal,PT,11/15/2008,9.3,8.1,1.2
Portugal,PT,12/15/2008,9.8,8.4,1.4
Portugal,PT,1/15/2009,10,8.8,1.2
Portugal,PT,2/15/2009,10.2,9.1,1.1
Portugal,PT,3/15/2009,10.6,9.4,1.2
Portugal,PT,4/15/2009,10.8,9.5,1.3
Portugal,PT,5/15/2009,11,9.6,1.4
Portugal,PT,6/15/2009,11.3,9.7,1.6
Portugal,PT,7/15/2009,11.6,9.8,1.8
Portugal,PT,8/15/2009,11.8,9.9,1.9
Portugal,PT,9/15/2009,11.9,10,1.9
Portugal,PT,10/15/2009,11.9,10.1,1.8
Portugal,PT,11/15/2009,11.8,10.2,1.6
Portugal,PT,12/15/2009,11.9,10.2,1.7
Portugal,PT,1/15/2010,11.8,10.3,1.5
Portugal,PT,2/15/2010,12.1,10.3,1.8
Portugal,PT,3/15/2010,12.2,10.3,1.9
Portugal,PT,4/15/2010,12.5,10.4,2.1
Portugal,PT,5/15/2010,12.7,10.4,2.3
Portugal,PT,6/15/2010,12.9,10.3,2.6
Portugal,PT,7/15/2010,12.9,10.3,2.6
Portugal,PT,8/15/2010,12.9,10.2,2.7
Portugal,PT,9/15/2010,12.8,10.2,2.6
Portugal,PT,10/15/2010,12.6,10.3,2.3
Portugal,PT,11/15/2010,12.8,10.2,2.6
Portugal,PT,12/15/2010,12.8,10.2,2.6
Portugal,PT,1/15/2011,12.8,10.1,2.7
Portugal,PT,2/15/2011,12.8,10.1,2.7
Portugal,PT,3/15/2011,13.1,10.1,3
Portugal,PT,4/15/2011,13.1,10,3.1
Portugal,PT,5/15/2011,13.2,10.1,3.1
Portugal,PT,6/15/2011,13.1,10.1,3
Portugal,PT,7/15/2011,13.2,10.2,3
Portugal,PT,8/15/2011,13.6,10.3,3.3
Portugal,PT,9/15/2011,13.9,10.5,3.4
Portugal,PT,10/15/2011,14.1,10.6,3.5
Portugal,PT,11/15/2011,14.6,10.7,3.9
Portugal,PT,12/15/2011,15.1,10.8,4.3
Portugal,PT,1/15/2012,14.9,10.9,4
Portugal,PT,2/15/2012,15.4,11,4.4
Portugal,PT,3/15/2012,15.8,11.2,4.6
Portugal,PT,4/15/2012,16.3,11.3,5
Portugal,PT,5/15/2012,16.2,11.4,4.8
Portugal,PT,6/15/2012,16.3,11.5,4.8
Portugal,PT,7/15/2012,16.4,11.6,4.8
Portugal,PT,8/15/2012,17,11.6,5.4
Portugal,PT,9/15/2012,17,11.7,5.3
Portugal,PT,10/15/2012,17.4,11.9,5.5
Portugal,PT,11/15/2012,17.7,12,5.7
Portugal,PT,12/15/2012,18.2,12,6.2
Portugal,PT,1/15/2013,18.2,12.2,6
Portugal,PT,2/15/2013,18.2,12.2,6
Portugal,PT,3/15/2013,18.2,12.2,6
Portugal,PT,4/15/2013,18.1,12.2,5.9
Portugal,PT,5/15/2013,18,12.2,5.8
Portugal,PT,6/15/2013,17.6,12.2,5.4
Portugal,PT,7/15/2013,17.5,12.1,5.4
Portugal,PT,8/15/2013,16.8,12.1,4.7
Portugal,PT,9/15/2013,16.5,12.1,4.4
Portugal,PT,10/15/2013,16.2,12.1,4.1
Portugal,PT,11/15/2013,16,12.1,3.9
Portugal,PT,12/15/2013,15.7,12,3.7
Portugal,PT,1/15/2014,15.5,12,3.5
Portugal,PT,2/15/2014,15.5,12,3.5
Portugal,PT,3/15/2014,15.3,11.9,3.4
Portugal,PT,4/15/2014,15.2,11.8,3.4
Portugal,PT,5/15/2014,15,11.8,3.2
Portugal,PT,6/15/2014,14.9,11.6,3.3
Portugal,PT,7/15/2014,14.7,11.7,3
Portugal,PT,8/15/2014,14,11.6,2.4
Portugal,PT,9/15/2014,13.8,11.6,2.2
Portugal,PT,10/15/2014,14,11.6,2.4
Portugal,PT,11/15/2014,13.9,11.6,2.3
Portugal,PT,12/15/2014,14,11.5,2.5
Portugal,PT,1/15/2015,14,11.4,2.6
Portugal,PT,2/15/2015,13.9,11.3,2.6
Portugal,PT,3/15/2015,13.6,11.3,2.3
Portugal,PT,4/15/2015,13.2,11.2,2
Portugal,PT,5/15/2015,12.8,11.2,1.6
Portugal,PT,6/15/2015,12.7,11.1,1.6
Portugal,PT,7/15/2015,12.6,10.8,1.8
Portugal,PT,8/15/2015,12.6,10.8,1.8
Portugal,PT,9/15/2015,12.7,10.7,2
Portugal,PT,10/15/2015,12.7,10.7,2
Portugal,PT,11/15/2015,12.5,10.6,1.9
Portugal,PT,12/15/2015,12.4,10.6,1.8
Portugal,PT,1/15/2016,12.3,10.5,1.8
Portugal,PT,2/15/2016,12.5,10.4,2.1
Portugal,PT,3/15/2016,12.3,10.4,1.9
Portugal,PT,4/15/2016,12,10.3,1.7
Portugal,PT,5/15/2016,11.6,10.2,1.4
Portugal,PT,6/15/2016,11.4,10.2,1.2
Portugal,PT,7/15/2016,11.2,10,1.2
Portugal,PT,8/15/2016,11.2,10,1.2
Portugal,PT,9/15/2016,11.2,9.9,1.3
Portugal,PT,10/15/2016,10.9,9.9,1
Portugal,PT,11/15/2016,10.7,9.9,0.8
Portugal,PT,12/15/2016,10.3,9.8,0.5
Portugal,PT,1/15/2017,10.2,9.6,0.6
Portugal,PT,2/15/2017,10.1,9.5,0.6
Portugal,PT,3/15/2017,10,9.5,0.5
Portugal,PT,4/15/2017,9.8,9.3,0.5
Portugal,PT,5/15/2017,9.5,9.3,0.2
Portugal,PT,6/15/2017,9.4,9.1,0.3
Portugal,PT,7/15/2017,9.2,9.1,0.1
Portugal,PT,8/15/2017,9.1,9,0.1
Portugal,PT,9/15/2017,8.8,8.9,-0.1
Portugal,PT,10/15/2017,8.6,8.8,-0.2
Portugal,PT,11/15/2017,8.2,8.8,-0.6
Portugal,PT,12/15/2017,8,8.7,-0.7
Portugal,PT,1/15/2018,7.9,8.7,-0.8
Portugal,PT,2/15/2018,7.7,8.6,-0.9
Portugal,PT,3/15/2018,7.6,8.5,-0.9
Portugal,PT,4/15/2018,7.3,8.4,-1.1
Portugal,PT,5/15/2018,7.3,8.3,-1
Portugal,PT,6/15/2018,7.1,8.2,-1.1
Portugal,PT,7/15/2018,7.1,8.1,-1
Portugal,PT,8/15/2018,7.2,8,-0.8
Portugal,PT,9/15/2018,6.8,8,-1.2
Portugal,PT,10/15/2018,6.7,8,-1.3
Portugal,PT,11/15/2018,6.7,7.9,-1.2
Portugal,PT,12/15/2018,6.7,7.9,-1.2
Portugal,PT,1/15/2019,6.6,7.9,-1.3
Portugal,PT,2/15/2019,6.6,7.8,-1.2
Portugal,PT,3/15/2019,6.6,7.7,-1.1
Portugal,PT,4/15/2019,6.7,7.7,-1
Portugal,PT,5/15/2019,6.7,7.6,-0.9
Portugal,PT,6/15/2019,6.7,7.5,-0.8
Portugal,PT,7/15/2019,6.6,7.5,-0.9
Portugal,PT,8/15/2019,6.5,7.5,-1
Portugal,PT,9/15/2019,6.6,7.5,-0.9
Portugal,PT,10/15/2019,6.5,7.4,-0.9
Portugal,PT,11/15/2019,6.7,7.5,-0.8
Portugal,PT,12/15/2019,6.8,7.5,-0.7
Portugal,PT,1/15/2020,6.8,7.5,-0.7
Portugal,PT,2/15/2020,6.5,7.3,-0.8
Portugal,PT,3/15/2020,5.8,7.2,-1.4
Portugal,PT,4/15/2020,5.7,7.4,-1.7
Portugal,PT,5/15/2020,6.1,7.7,-1.6
Portugal,PT,6/15/2020,7.5,8.1,-0.6
Portugal,PT,7/15/2020,8.2,8.5,-0.3
Portugal,PT,8/15/2020,8.5,8.6,-0.1
Portugal,PT,9/15/2020,8.2,8.6,-0.4
Portugal,PT,10/15/2020,7.8,8.4,-0.6
Portugal,PT,11/15/2020,7.2,8.2,-1
Portugal,PT,12/15/2020,6.9,8.2,-1.3
Portugal,PT,1/15/2021,6.9,8.3,-1.4
Portugal,PT,2/15/2021,6.8,8.3,-1.5
Portugal,PT,3/15/2021,6.7,8.2,-1.5
Portugal,PT,4/15/2021,7.2,8.3,-1.1
Portugal,PT,5/15/2021,7.3,8.1,-0.8
Portugal,PT,6/15/2021,7.1,7.9,-0.8
Portugal,PT,7/15/2021,6.8,7.7,-0.9
Portugal,PT,8/15/2021,6.6,7.6,-1
Portugal,PT,9/15/2021,6.6,7.4,-0.8
Portugal,PT,10/15/2021,6.4,7.3,-0.9
Portugal,PT,11/15/2021,6.3,7.2,-0.9
Portugal,PT,12/15/2021,6,7.1,-1.1
Portugal,PT,1/15/2022,5.9,7,-1.1
Portugal,PT,2/15/2022,5.7,6.9,-1.2
Portugal,PT,3/15/2022,5.9,6.9,-1
Portugal,PT,4/15/2022,6.1,6.8,-0.7
Portugal,PT,5/15/2022,6.3,6.8,-0.5
Portugal,PT,6/15/2022,6.2,6.8,-0.6
Portugal,PT,7/15/2022,6.2,6.7,-0.5
Portugal,PT,8/15/2022,6.2,6.8,-0.6
Portugal,PT,9/15/2022,6.3,6.7,-0.4
Portugal,PT,10/15/2022,6.1,6.7,-0.6
Portugal,PT,11/15/2022,6.6,6.7,-0.1
Portugal,PT,12/15/2022,6.8,6.8,0
Portugal,PT,1/15/2023,7,6.7,0.3
Portugal,PT,2/15/2023,6.9,6.6,0.3
Portugal,PT,3/15/2023,6.8,6.6,0.2
Portugal,PT,4/15/2023,6.6,6.5,0.1
Portugal,PT,5/15/2023,6.4,6.5,-0.1
Portugal,PT,6/15/2023,6.4,6.5,-0.1
Portugal,PT,7/15/2023,6.4,6.6,-0.2
Portugal,PT,8/15/2023,6.4,6.6,-0.2
Portugal,PT,9/15/2023,6.6,6.6,0
Portugal,PT,10/15/2023,6.6,6.6,0
Portugal,PT,11/15/2023,6.5,6.6,-0.1
Portugal,PT,12/15/2023,6.4,6.5,-0.1
Portugal,PT,1/15/2024,6.4,6.6,-0.2
Portugal,PT,2/15/2024,6.5,6.6,-0.1
Portugal,PT,3/15/2024,6.4,6.5,-0.1
Portugal,PT,4/15/2024,6.4,6.4,0
Portugal,PT,5/15/2024,6.4,6.4,0
Portugal,PT,6/15/2024,6.5,6.4,0.1
Portugal,PT,7/15/2024,6.5,6.4,0.1
Portugal,PT,8/15/2024,6.4,6.3,0.1
Portugal,PT,9/15/2024,6.5,6.3,0.2
Portugal,PT,10/15/2024,6.6,6.3,0.3
Portugal,PT,11/15/2024,6.6,6.2,0.4
Portugal,PT,12/15/2024,6.4,6.3,0.1
Portugal,PT,1/15/2025,6.3,6.3,0
Portugal,PT,2/15/2025,6.3,6.3,0
Portugal,PT,3/15/2025,6.3,6.4,-0.1
Portugal,PT,4/15/2025,6.2,6.3,-0.1
Portugal,PT,5/15/2025,6.2,6.4,-0.2
Portugal,PT,6/15/2025,6.1,6.3,-0.2
Roménia,RO,1/15/2000,7.4,9.4,-2
Roménia,RO,2/15/2000,7.4,9.4,-2
Roménia,RO,3/15/2000,7.3,9.3,-2
Roménia,RO,4/15/2000,7.5,9.2,-1.7
Roménia,RO,5/15/2000,7.6,9.1,-1.5
Roménia,RO,6/15/2000,7.7,9.1,-1.4
Roménia,RO,7/15/2000,7.7,9,-1.3
Roménia,RO,8/15/2000,7.7,9,-1.3
Roménia,RO,9/15/2000,7.8,8.9,-1.1
Roménia,RO,10/15/2000,7.8,8.8,-1
Roménia,RO,11/15/2000,7.7,8.8,-1.1
Roménia,RO,12/15/2000,7.6,8.7,-1.1
Roménia,RO,1/15/2001,7.5,8.6,-1.1
Roménia,RO,2/15/2001,7.4,8.5,-1.1
Roménia,RO,3/15/2001,7.3,8.5,-1.2
Roménia,RO,4/15/2001,7.2,8.5,-1.3
Roménia,RO,5/15/2001,7.2,8.5,-1.3
Roménia,RO,6/15/2001,7.2,8.5,-1.3
Roménia,RO,7/15/2001,7.2,8.5,-1.3
Roménia,RO,8/15/2001,7.3,8.5,-1.2
Roménia,RO,9/15/2001,7.4,8.5,-1.1
Roménia,RO,10/15/2001,7.5,8.5,-1
Roménia,RO,11/15/2001,7.7,8.6,-0.9
Roménia,RO,12/15/2001,8.1,8.6,-0.5
Roménia,RO,1/15/2002,8.4,8.6,-0.2
Roménia,RO,2/15/2002,8.5,8.6,-0.1
Roménia,RO,3/15/2002,8.7,8.6,0.1
Roménia,RO,4/15/2002,8.8,8.6,0.2
Roménia,RO,5/15/2002,8.7,8.7,0
Roménia,RO,6/15/2002,8.7,8.7,0
Roménia,RO,7/15/2002,8.7,8.8,-0.1
Roménia,RO,8/15/2002,8.5,8.8,-0.3
Roménia,RO,9/15/2002,8.2,8.9,-0.7
Roménia,RO,10/15/2002,7.8,8.9,-1.1
Roménia,RO,11/15/2002,7.6,8.9,-1.3
Roménia,RO,12/15/2002,7.5,9,-1.5
Roménia,RO,1/15/2003,7.5,9.1,-1.6
Roménia,RO,2/15/2003,7.6,9.1,-1.5
Roménia,RO,3/15/2003,7.8,9.2,-1.4
Roménia,RO,4/15/2003,7.8,9.2,-1.4
Roménia,RO,5/15/2003,7.7,9.2,-1.5
Roménia,RO,6/15/2003,7.7,9.2,-1.5
Roménia,RO,7/15/2003,7.6,9.2,-1.6
Roménia,RO,8/15/2003,7.7,9.2,-1.5
Roménia,RO,9/15/2003,7.6,9.2,-1.6
Roménia,RO,10/15/2003,7.8,9.2,-1.4
Roménia,RO,11/15/2003,8.2,9.2,-1
Roménia,RO,12/15/2003,8.3,9.3,-1
Roménia,RO,1/15/2004,8.9,9.4,-0.5
Roménia,RO,2/15/2004,7.3,9.4,-2.1
Roménia,RO,3/15/2004,7.7,9.4,-1.7
Roménia,RO,4/15/2004,8,9.4,-1.4
Roménia,RO,5/15/2004,7.6,9.4,-1.8
Roménia,RO,6/15/2004,7.9,9.3,-1.4
Roménia,RO,7/15/2004,7.9,9.4,-1.5
Roménia,RO,8/15/2004,8.2,9.4,-1.2
Roménia,RO,9/15/2004,8,9.4,-1.4
Roménia,RO,10/15/2004,7.9,9.4,-1.5
Roménia,RO,11/15/2004,8,9.4,-1.4
Roménia,RO,12/15/2004,8,9.4,-1.4
Roménia,RO,1/15/2005,7.8,9.3,-1.5
Roménia,RO,2/15/2005,7.9,9.3,-1.4
Roménia,RO,3/15/2005,7.9,9.3,-1.4
Roménia,RO,4/15/2005,7.2,9.4,-2.2
Roménia,RO,5/15/2005,7.4,9.3,-1.9
Roménia,RO,6/15/2005,7.3,9.3,-2
Roménia,RO,7/15/2005,6.7,9.2,-2.5
Roménia,RO,8/15/2005,6.6,9.2,-2.6
Roménia,RO,9/15/2005,6.5,9.2,-2.7
Roménia,RO,10/15/2005,6.8,9.2,-2.4
Roménia,RO,11/15/2005,6.8,9.1,-2.3
Roménia,RO,12/15/2005,6.6,9.1,-2.5
Roménia,RO,1/15/2006,7,9,-2
Roménia,RO,2/15/2006,7.2,8.9,-1.7
Roménia,RO,3/15/2006,7,8.8,-1.8
Roménia,RO,4/15/2006,7,8.7,-1.7
Roménia,RO,5/15/2006,7,8.6,-1.6
Roménia,RO,6/15/2006,6.9,8.5,-1.6
Roménia,RO,7/15/2006,7.5,8.4,-0.9
Roménia,RO,8/15/2006,7.3,8.4,-1.1
Roménia,RO,9/15/2006,7.6,8.3,-0.7
Roménia,RO,10/15/2006,7,8.2,-1.2
Roménia,RO,11/15/2006,7.1,8.2,-1.1
Roménia,RO,12/15/2006,7.2,8.1,-0.9
Roménia,RO,1/15/2007,6.5,8,-1.5
Roménia,RO,2/15/2007,6.6,7.9,-1.3
Roménia,RO,3/15/2007,6.5,7.8,-1.3
Roménia,RO,4/15/2007,6.7,7.7,-1
Roménia,RO,5/15/2007,6.5,7.7,-1.2
Roménia,RO,6/15/2007,6.6,7.6,-1
Roménia,RO,7/15/2007,6.4,7.6,-1.2
Roménia,RO,8/15/2007,6.2,7.6,-1.4
Roménia,RO,9/15/2007,6.2,7.5,-1.3
Roménia,RO,10/15/2007,6,7.5,-1.5
Roménia,RO,11/15/2007,6,7.4,-1.4
Roménia,RO,12/15/2007,6,7.5,-1.5
Roménia,RO,1/15/2008,5.6,7.4,-1.8
Roménia,RO,2/15/2008,5.5,7.4,-1.9
Roménia,RO,3/15/2008,5.6,7.4,-1.8
Roménia,RO,4/15/2008,5.5,7.5,-2
Roménia,RO,5/15/2008,5.7,7.5,-1.8
Roménia,RO,6/15/2008,5.7,7.6,-1.9
Roménia,RO,7/15/2008,5.5,7.6,-2.1
Roménia,RO,8/15/2008,5.5,7.7,-2.2
Roménia,RO,9/15/2008,5.5,7.8,-2.3
Roménia,RO,10/15/2008,5.7,7.9,-2.2
Roménia,RO,11/15/2008,5.5,8.1,-2.6
Roménia,RO,12/15/2008,5.8,8.4,-2.6
Roménia,RO,1/15/2009,7.9,8.8,-0.9
Roménia,RO,2/15/2009,8.3,9.1,-0.8
Roménia,RO,3/15/2009,8.1,9.4,-1.3
Roménia,RO,4/15/2009,8.1,9.5,-1.4
Roménia,RO,5/15/2009,8.2,9.6,-1.4
Roménia,RO,6/15/2009,8.2,9.7,-1.5
Roménia,RO,7/15/2009,8.5,9.8,-1.3
Roménia,RO,8/15/2009,8.6,9.9,-1.3
Roménia,RO,9/15/2009,8.7,10,-1.3
Roménia,RO,10/15/2009,8.8,10.1,-1.3
Roménia,RO,11/15/2009,8.7,10.2,-1.5
Roménia,RO,12/15/2009,9,10.2,-1.2
Roménia,RO,1/15/2010,9.3,10.3,-1
Roménia,RO,2/15/2010,9.4,10.3,-0.9
Roménia,RO,3/15/2010,9.6,10.3,-0.7
Roménia,RO,4/15/2010,9,10.4,-1.4
Roménia,RO,5/15/2010,9,10.4,-1.4
Roménia,RO,6/15/2010,9,10.3,-1.3
Roménia,RO,7/15/2010,9,10.3,-1.3
Roménia,RO,8/15/2010,9.1,10.2,-1.1
Roménia,RO,9/15/2010,8.7,10.2,-1.5
Roménia,RO,10/15/2010,8.8,10.3,-1.5
Roménia,RO,11/15/2010,8.8,10.2,-1.4
Roménia,RO,12/15/2010,8.7,10.2,-1.5
Roménia,RO,1/15/2011,9,10.1,-1.1
Roménia,RO,2/15/2011,9,10.1,-1.1
Roménia,RO,3/15/2011,8.7,10.1,-1.4
Roménia,RO,4/15/2011,9.2,10,-0.8
Roménia,RO,5/15/2011,9,10.1,-1.1
Roménia,RO,6/15/2011,9,10.1,-1.1
Roménia,RO,7/15/2011,9.1,10.2,-1.1
Roménia,RO,8/15/2011,9.2,10.3,-1.1
Roménia,RO,9/15/2011,9.3,10.5,-1.2
Roménia,RO,10/15/2011,9.2,10.6,-1.4
Roménia,RO,11/15/2011,9.3,10.7,-1.4
Roménia,RO,12/15/2011,9.4,10.8,-1.4
Roménia,RO,1/15/2012,8.9,10.9,-2
Roménia,RO,2/15/2012,8.7,11,-2.3
Roménia,RO,3/15/2012,8.8,11.2,-2.4
Roménia,RO,4/15/2012,8.7,11.3,-2.6
Roménia,RO,5/15/2012,8.9,11.4,-2.5
Roménia,RO,6/15/2012,8.5,11.5,-3
Roménia,RO,7/15/2012,8.9,11.6,-2.7
Roménia,RO,8/15/2012,8.6,11.6,-3
Roménia,RO,9/15/2012,8.9,11.7,-2.8
Roménia,RO,10/15/2012,8.5,11.9,-3.4
Roménia,RO,11/15/2012,8.5,12,-3.5
Roménia,RO,12/15/2012,8.7,12,-3.3
Roménia,RO,1/15/2013,8.5,12.2,-3.7
Roménia,RO,2/15/2013,8.8,12.2,-3.4
Roménia,RO,3/15/2013,9,12.2,-3.2
Roménia,RO,4/15/2013,9.4,12.2,-2.8
Roménia,RO,5/15/2013,8.9,12.2,-3.3
Roménia,RO,6/15/2013,9.6,12.2,-2.6
Roménia,RO,7/15/2013,8.8,12.1,-3.3
Roménia,RO,8/15/2013,9,12.1,-3.1
Roménia,RO,9/15/2013,9,12.1,-3.1
Roménia,RO,10/15/2013,9,12.1,-3.1
Roménia,RO,11/15/2013,8.8,12.1,-3.3
Roménia,RO,12/15/2013,8.9,12,-3.1
Roménia,RO,1/15/2014,8.7,12,-3.3
Roménia,RO,2/15/2014,8.6,12,-3.4
Roménia,RO,3/15/2014,8.7,11.9,-3.2
Roménia,RO,4/15/2014,8.7,11.8,-3.1
Roménia,RO,5/15/2014,8.3,11.8,-3.5
Roménia,RO,6/15/2014,8.7,11.6,-2.9
Roménia,RO,7/15/2014,8.6,11.7,-3.1
Roménia,RO,8/15/2014,8.7,11.6,-2.9
Roménia,RO,9/15/2014,8.6,11.6,-3
Roménia,RO,10/15/2014,8.5,11.6,-3.1
Roménia,RO,11/15/2014,8.8,11.6,-2.8
Roménia,RO,12/15/2014,8.2,11.5,-3.3
Roménia,RO,1/15/2015,8.8,11.4,-2.6
Roménia,RO,2/15/2015,8.6,11.3,-2.7
Roménia,RO,3/15/2015,8.4,11.3,-2.9
Roménia,RO,4/15/2015,8.6,11.2,-2.6
Roménia,RO,5/15/2015,8.3,11.2,-2.9
Roménia,RO,6/15/2015,8.3,11.1,-2.8
Roménia,RO,7/15/2015,8.2,10.8,-2.6
Roménia,RO,8/15/2015,8.5,10.8,-2.3
Roménia,RO,9/15/2015,8.4,10.7,-2.3
Roménia,RO,10/15/2015,8.1,10.7,-2.6
Roménia,RO,11/15/2015,8.1,10.6,-2.5
Roménia,RO,12/15/2015,8.1,10.6,-2.5
Roménia,RO,1/15/2016,7.8,10.5,-2.7
Roménia,RO,2/15/2016,7.6,10.4,-2.8
Roménia,RO,3/15/2016,7.6,10.4,-2.8
Roménia,RO,4/15/2016,7.3,10.3,-3
Roménia,RO,5/15/2016,7.3,10.2,-2.9
Roménia,RO,6/15/2016,7.1,10.2,-3.1
Roménia,RO,7/15/2016,7.2,10,-2.8
Roménia,RO,8/15/2016,7,10,-3
Roménia,RO,9/15/2016,7.2,9.9,-2.7
Roménia,RO,10/15/2016,6.7,9.9,-3.2
