Ajustamento,Idade,Unidade,Sexo,Pais,Data,Valor,Grupo
SA,_LT25,PC_ACT,F,HR,2/15/2017,27.9,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2017,27.9,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2017,27.3,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2017,27.3,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2017,27.3,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2017,27.3,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2017,27.3,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2017,27.3,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2017,29.1,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2017,29.1,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2017,29.1,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2018,30.6,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2018,30.6,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2018,30.6,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2018,28.6,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2018,28.6,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2018,28.6,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2018,26.9,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2018,26.9,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2018,26.9,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2018,24.4,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2018,24.4,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2018,24.4,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2019,21.1,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2019,21.1,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2019,21.1,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2019,19.2,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2019,19.2,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2019,19.2,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2019,18.4,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2019,18.4,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2019,18.4,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2019,17.9,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2019,17.9,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2019,17.9,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2020,20,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2020,20,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2020,20,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2020,26.2,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2020,26.2,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2020,26.2,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2020,27,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2020,27,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2020,27,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2020,27.4,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2020,27.4,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2020,27.4,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2021,27.1,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2021,27.1,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2021,27.1,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2021,26.5,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2021,26.5,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2021,26.5,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2021,23.8,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2021,23.8,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2021,23.8,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2021,21.5,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2021,21.5,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2021,21.5,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2022,22,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2022,22,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2022,22,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2022,22,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2022,22,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2022,22,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2022,22.6,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2022,22.6,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2022,22.6,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2022,23.9,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2022,23.9,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2022,23.9,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2023,23.7,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2023,23.7,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2023,23.7,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2023,22.2,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2023,22.2,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2023,22.2,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2023,21.5,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2023,21.5,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2023,21.5,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2023,20.2,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2023,20.2,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2023,20.2,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2024,18.6,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2024,18.6,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2024,18.6,F _LT25
SA,_LT25,PC_ACT,F,HR,4/15/2024,18.3,F _LT25
SA,_LT25,PC_ACT,F,HR,5/15/2024,18.3,F _LT25
SA,_LT25,PC_ACT,F,HR,6/15/2024,18.3,F _LT25
SA,_LT25,PC_ACT,F,HR,7/15/2024,18.2,F _LT25
SA,_LT25,PC_ACT,F,HR,8/15/2024,18.2,F _LT25
SA,_LT25,PC_ACT,F,HR,9/15/2024,18.2,F _LT25
SA,_LT25,PC_ACT,F,HR,10/15/2024,17.6,F _LT25
SA,_LT25,PC_ACT,F,HR,11/15/2024,17.6,F _LT25
SA,_LT25,PC_ACT,F,HR,12/15/2024,17.6,F _LT25
SA,_LT25,PC_ACT,F,HR,1/15/2025,17.6,F _LT25
SA,_LT25,PC_ACT,F,HR,2/15/2025,17.6,F _LT25
SA,_LT25,PC_ACT,F,HR,3/15/2025,17.6,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2000,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2000,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2000,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2000,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2000,10.7,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2000,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2000,10.4,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2000,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2000,10.2,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2000,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2000,10,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2000,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2001,10,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2001,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2001,10.2,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2001,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2001,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2002,10.4,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2002,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2002,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2002,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2002,10.7,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2002,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2002,11,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2002,11.1,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2002,11.1,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2002,11.4,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2002,12,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2002,11.9,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2003,12,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2003,11.9,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2003,11.9,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2003,12.2,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2003,12.6,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2003,12.7,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2003,12.9,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2003,13.1,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2003,13.1,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2003,13.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2003,13.3,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2003,13.3,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2004,12.3,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2004,12.7,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2004,13.7,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2004,14,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2004,14.8,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2004,15.4,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2004,15.2,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2004,14.4,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2004,14,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2004,15,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2004,15.9,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2004,16.8,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2005,17.3,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2005,17.3,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2005,18.5,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2005,18.7,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2005,18.5,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2005,18.2,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2005,18.9,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2005,20.9,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2005,20.9,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2005,20.3,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2005,19.5,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2005,18.6,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2006,19.3,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2006,18.6,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2006,18.2,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2006,18.3,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2006,19,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2006,20.1,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2006,20.4,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2006,20.3,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2006,20.4,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2006,20.6,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2006,21.2,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2006,19.6,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2007,18.6,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2007,18,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2007,18.8,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2007,18.1,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2007,17.3,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2007,17.9,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2007,19.4,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2007,19.4,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2007,18.4,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2007,19,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2007,19.7,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2007,21.8,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2008,20.6,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2008,20.1,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2008,19.5,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2008,20.7,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2008,21.3,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2008,20.4,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2008,19.7,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2008,20.7,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2008,19.7,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2008,21.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2008,19.5,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2008,21,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2009,20.9,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2009,24.2,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2009,22.9,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2009,20.3,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2009,24.8,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2009,23.3,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2009,21.3,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2009,23.9,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2009,24.3,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2009,22.8,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2009,24.1,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2009,25.1,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2010,20.5,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2010,24.1,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2010,23.4,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2010,23,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2010,21.5,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2010,26.1,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2010,24.3,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2010,23.7,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2010,24.9,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2010,23.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2010,24.5,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2010,22.8,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2011,24.1,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2011,22.2,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2011,22.3,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2011,22.9,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2011,23.1,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2011,22.1,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2011,24,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2011,23.7,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2011,23.3,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2011,24.9,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2011,23.9,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2011,25.1,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2012,25.8,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2012,25.2,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2012,25.8,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2012,26.2,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2012,25.2,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2012,24.9,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2012,26.4,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2012,27.1,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2012,27.3,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2012,27.4,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2012,27.2,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2012,27.6,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2013,30.3,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2013,28.7,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2013,28.2,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2013,27.2,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2013,26.2,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2013,25.7,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2013,26.2,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2013,25.8,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2013,24.9,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2013,25.3,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2013,23.2,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2013,22.5,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2014,21.7,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2014,20.9,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2014,20.5,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2014,19.9,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2014,20.7,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2014,20.7,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2014,20.2,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2014,19.7,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2014,19,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2014,18.2,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2014,18.5,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2014,17.3,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2015,17.6,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2015,17.5,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2015,17.6,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2015,17.7,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2015,16.5,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2015,15.9,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2015,15.6,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2015,14.8,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2015,14.4,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2015,14.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2015,14.4,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2015,13.9,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2016,13.5,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2016,13.3,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2016,13.4,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2016,13.5,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2016,12.8,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2016,12.3,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2016,12.1,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2016,12,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2016,12,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2016,12.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2016,11.5,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2016,11.4,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2017,10.9,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2017,11,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2017,11.2,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2017,11.7,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2017,11.4,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2017,11.7,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2017,11.8,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2017,12.2,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2017,12,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2017,11.7,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2017,11.3,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2017,11.4,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2018,11.5,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2018,11.7,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2018,11.1,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2018,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2018,10,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2018,10.1,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2018,10.7,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2018,10.4,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2018,10.4,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2018,10.2,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2018,10.2,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2018,10.4,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2019,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2019,10.8,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2019,11.1,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2019,11.2,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2019,11,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2019,10.5,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2019,10.9,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2019,11,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2019,11.7,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2019,11.8,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2019,11.3,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2019,10.5,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2020,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2020,10.9,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2020,11.2,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2020,15.4,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2020,16.6,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2020,17.5,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2020,14.8,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2020,13.3,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2020,13.2,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2020,12.9,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2020,13.8,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2020,14.9,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2021,16.1,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2021,15.9,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2021,16,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2021,15.6,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2021,15.5,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2021,15.4,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2021,15.5,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2021,15.4,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2021,13.8,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2021,14.1,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2021,13,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2021,12.7,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2022,11.7,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2022,10.7,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2022,10.2,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2022,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2022,9.9,F _LT25
SA,_LT25,PC_ACT,F,HU,6/15/2022,9.5,F _LT25
SA,_LT25,PC_ACT,F,HU,7/15/2022,9.5,F _LT25
SA,_LT25,PC_ACT,F,HU,8/15/2022,9.8,F _LT25
SA,_LT25,PC_ACT,F,HU,9/15/2022,10.4,F _LT25
SA,_LT25,PC_ACT,F,HU,10/15/2022,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,11/15/2022,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,12/15/2022,10.3,F _LT25
SA,_LT25,PC_ACT,F,HU,1/15/2023,10.6,F _LT25
SA,_LT25,PC_ACT,F,HU,2/15/2023,10.9,F _LT25
SA,_LT25,PC_ACT,F,HU,3/15/2023,11.1,F _LT25
SA,_LT25,PC_ACT,F,HU,4/15/2023,11.9,F _LT25
SA,_LT25,PC_ACT,F,HU,5/15/2023,12,F _LT25
