GridNo,Lat,Long,Alt,NUTS3_ID,NUTS3_Desc,NUTS2_ID,NUTS2_Desc,NUTS1_ID,NUTS1_Desc,Country_ID,Country_Desc,RiverBank
74058,43.49583,-5.95919,76,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
74059,43.51375,-5.68371,53,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
74060,43.51484,-5.40232,54,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
75047,43.08735,-9.21194,57,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75048,43.16154,-9.01823,88,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75049,43.23108,-8.75187,92,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75050,43.28139,-8.43258,46,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75051,43.36695,-8.13377,74,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75052,43.42589,-7.84721,430,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75053,43.47877,-7.54555,436,ES112,Lugo,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75054,43.50612,-7.25897,85,ES112,Lugo,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
75055,43.51593,-6.93301,53,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
75056,43.53869,-6.65546,51,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
75057,43.55808,-6.39537,1,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
75059,43.65092,-5.84317,1,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus
76051,43.54619,-8.17225,15,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
76052,43.62798,-7.91281,151,ES111,A Coruña,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
76053,43.6615,-7.6198,91,ES112,Lugo,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
76054,43.65384,-7.40014,35,ES112,Lugo,ES11,Galicia,ES1,Noroeste (ES),ES,Spain,North of Tagus
