GridNo,Lat,Long,Alt,NUTS3_ID,NUTS3_Desc,NUTS2_ID,NUTS2_Desc,NUTS1_ID,NUTS1_Desc,Country_ID,Country_Desc,RiverBank
57047,39.21998,-8.13213,151,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
57048,39.27318,-7.84982,210,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
57049,39.32556,-7.56712,301,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
57050,39.37711,-7.28402,409,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57051,39.42785,-7.00055,329,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57052,39.47775,-6.7167,297,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57053,39.52683,-6.43247,347,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57054,39.57508,-6.14787,405,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57055,39.62249,-5.86291,492,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57056,39.66908,-5.57759,466,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57057,39.71483,-5.29192,463,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
57058,39.75974,-5.0059,392,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57059,39.80381,-4.71953,530,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57060,39.84705,-4.43283,532,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57061,39.88944,-4.1458,501,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57062,39.93099,-3.85844,520,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
57063,39.9717,-3.57077,651,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57064,40.01156,-3.28277,728,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57065,40.05057,-2.99447,768,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57066,40.08874,-2.70587,887,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57067,40.12605,-2.41696,1001,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57068,40.16252,-2.12777,989,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57069,40.19813,-1.83829,1331,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
57070,40.23289,-1.54853,1428,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
57071,40.26679,-1.2585,990,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
57072,40.29983,-0.96821,1094,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
57073,40.33202,-0.67765,1279,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
57074,40.36335,-0.38684,1188,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
57075,40.39382,-0.09578,684,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
57076,40.42343,0.19553,265,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
57077,40.47883,0.41321,34,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
57078,40.57082,0.65625,3,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
58043,39.2135,-9.27122,47,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
58044,39.27408,-9.04147,87,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
58045,39.32994,-8.75951,69,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
58046,39.38499,-8.47714,37,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
58047,39.43922,-8.19437,113,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus
58048,39.49263,-7.91118,185,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
58049,39.54522,-7.6276,299,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
58050,39.59698,-7.34363,243,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58051,39.64791,-7.05926,238,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58052,39.69801,-6.77451,272,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58053,39.74728,-6.48939,287,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58054,39.79572,-6.20388,330,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58055,39.84333,-5.91801,271,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58056,39.8901,-5.63178,274,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
58057,39.93603,-5.34519,335,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58058,39.98112,-5.05824,388,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58059,40.02537,-4.77094,432,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58060,40.06878,-4.48331,464,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58061,40.11134,-4.19534,540,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58062,40.15306,-3.90703,604,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58063,40.19393,-3.6184,605,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
58064,40.23395,-3.32946,764,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
58065,40.27313,-3.04019,741,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
58066,40.31145,-2.75063,772,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58067,40.34891,-2.46075,856,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58068,40.38552,-2.17059,942,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58069,40.42128,-1.88013,1451,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
58070,40.45618,-1.58939,1404,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
58071,40.49022,-1.29838,1053,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
58072,40.5234,-1.00709,1163,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
58073,40.55572,-0.71554,1349,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
58074,40.58718,-0.42373,1033,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
58075,40.61777,-0.13167,865,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
58076,40.6475,0.16064,596,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
58077,40.67868,0.4494,91,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
58078,40.71396,0.70639,3,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
59043,39.36849,-9.29466,30,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
59044,39.47481,-9.07587,35,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
59045,39.54864,-8.82408,173,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
59046,39.60391,-8.54084,125,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus
59047,39.65835,-8.25719,192,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus
59048,39.71197,-7.97312,298,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus
59049,39.76476,-7.68866,226,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
59050,39.81673,-7.40379,331,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
59051,39.86786,-7.11853,231,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
59052,39.91816,-6.83288,307,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
59053,39.96763,-6.54685,260,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
59054,40.01626,-6.26043,269,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
59055,40.06406,-5.97364,377,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
59056,40.11102,-5.68648,397,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
59057,40.15713,-5.39896,302,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
59058,40.2024,-5.11108,411,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
59059,40.24683,-4.82285,502,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
59060,40.29042,-4.53427,632,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
59061,40.33315,-4.24535,554,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
59062,40.37504,-3.95609,631,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
59063,40.41608,-3.6665,614,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
59064,40.45626,-3.37659,652,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
59065,40.49559,-3.08636,866,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
59066,40.53407,-2.79582,975,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
59067,40.57169,-2.50497,836,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
59068,40.60845,-2.21382,1132,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
59069,40.64435,-1.92238,1184,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
59070,40.6794,-1.63065,1267,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
59071,40.71358,-1.33864,1024,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
59072,40.74689,-1.04635,1211,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
59073,40.77935,-0.7538,1231,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
59074,40.81093,-0.46099,840,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
59075,40.84165,-0.16791,535,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
59076,40.8715,0.12541,535,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
59077,40.90049,0.41897,149,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
59078,40.93775,0.69806,139,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
59079,41.02804,0.92779,30,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
59080,41.07279,1.16449,8,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60044,39.66527,-9.03981,82,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60045,39.76334,-8.87971,67,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60046,39.82271,-8.60513,162,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60047,39.87736,-8.3206,256,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60048,39.9312,-8.03565,392,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60049,39.9842,-7.75029,393,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60050,40.03637,-7.46453,365,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60051,40.08771,-7.17836,409,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
60052,40.13821,-6.8918,382,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
60053,40.18787,-6.60485,363,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
60054,40.2367,-6.31752,418,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
60055,40.28469,-6.0298,396,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
60056,40.33183,-5.74171,958,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
60057,40.37814,-5.45325,1010,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
60058,40.42359,-5.16443,1400,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
60059,40.4682,-4.87525,1092,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
60060,40.51196,-4.58572,890,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
60061,40.55487,-4.29584,899,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
60062,40.59693,-4.00562,813,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
60063,40.63813,-3.71506,642,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
60064,40.67848,-3.42418,726,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
60065,40.71797,-3.13297,775,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
60066,40.75661,-2.84145,1017,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
60067,40.79438,-2.54961,1096,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
60068,40.83129,-2.25747,1095,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
60069,40.86734,-1.96504,1147,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
60070,40.90253,-1.67231,1114,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
60071,40.93685,-1.3793,1010,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
60072,40.97031,-1.086,1105,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
60073,41.0029,-0.79244,818,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
60074,41.03461,-0.49861,539,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
60075,41.06546,-0.20451,362,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
60076,41.09544,0.08983,243,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
60077,41.12454,0.38442,274,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60078,41.15277,0.67925,119,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60079,41.18012,0.97431,208,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60080,41.21607,1.26337,94,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60081,41.26375,1.55673,110,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60082,41.30464,1.8474,150,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
60083,41.33871,2.0815,7,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61045,39.97015,-8.86985,30,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61046,40.04138,-8.67003,31,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61047,40.09626,-8.38461,136,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61048,40.1503,-8.09877,244,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61049,40.20352,-7.81251,496,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61050,40.25589,-7.52584,436,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61051,40.30744,-7.23876,496,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61052,40.35814,-6.95128,792,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
61053,40.40801,-6.66341,832,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61054,40.45703,-6.37515,806,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61055,40.50521,-6.0865,674,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61056,40.55255,-5.79747,876,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61057,40.59904,-5.50806,939,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61058,40.64468,-5.21829,1033,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61059,40.68947,-4.92815,1062,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61060,40.73341,-4.63766,962,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61061,40.77649,-4.34681,1014,ES416,Segovia,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61062,40.81872,-4.05562,1138,ES416,Segovia,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
61063,40.8601,-3.76409,1021,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
61064,40.90061,-3.47223,873,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
61065,40.94027,-3.18004,863,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
61066,40.97906,-2.88752,979,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
61067,41.01699,-2.59469,1092,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
61068,41.05406,-2.30155,1135,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
61069,41.09026,-2.00811,1147,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
61070,41.12559,-1.71438,1042,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61071,41.16005,-1.42035,917,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61072,41.19365,-1.12604,861,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61073,41.22637,-0.83145,607,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61074,41.25822,-0.53659,298,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61075,41.2892,-0.24147,249,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61076,41.3193,0.0539,307,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61077,41.34853,0.34953,307,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
61078,41.37687,0.6454,263,ES513,Lleida,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61079,41.40434,0.9415,479,ES513,Lleida,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61080,41.43093,1.23783,698,ES514,Tarragona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61081,41.45664,1.53439,602,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61082,41.48147,1.83116,184,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61083,41.50884,2.1224,141,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61084,41.57624,2.3979,181,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
61085,41.63414,2.65107,52,ES511,Barcelona,ES51,Cataluña,ES5,Este (ES),ES,Spain,North of Tagus
62045,40.18218,-8.87825,24,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62046,40.25648,-8.7264,43,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62047,40.31503,-8.44923,61,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62048,40.36929,-8.16248,171,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62049,40.42272,-7.87532,293,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62050,40.47531,-7.58773,440,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62051,40.52706,-7.29974,700,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62052,40.57797,-7.01134,716,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
62053,40.62804,-6.72253,709,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62054,40.67726,-6.43333,740,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62055,40.72564,-6.14374,816,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62056,40.77317,-5.85376,857,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62057,40.81985,-5.5634,855,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62058,40.86567,-5.27267,867,ES415,Salamanca,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62059,40.91065,-4.98157,883,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62060,40.95477,-4.69011,871,ES411,Ávila,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62061,40.99803,-4.39829,903,ES416,Segovia,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62062,41.04043,-4.10612,924,ES416,Segovia,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62063,41.08198,-3.8136,1017,ES416,Segovia,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62064,41.12266,-3.52075,1170,ES300,Madrid,ES30,Comunidad de Madrid,ES3,Comunidad de Madrid,ES,Spain,North of Tagus
62065,41.16248,-3.22756,1233,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
62066,41.20143,-2.93405,1091,ES424,Guadalajara,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,North of Tagus
62067,41.23952,-2.64021,1099,ES417,Soria,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62068,41.27674,-2.34606,940,ES417,Soria,ES41,Castilla y León,ES4,Centro (ES),ES,Spain,North of Tagus
62069,41.31309,-2.05161,835,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62070,41.34857,-1.75685,651,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62071,41.38318,-1.4618,533,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62072,41.41691,-1.16647,487,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62073,41.44978,-0.87085,437,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62074,41.48176,-0.57496,227,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62075,41.51287,-0.2788,338,ES243,Zaragoza,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62076,41.54309,0.01762,307,ES241,Huesca,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
62077,41.57244,0.31429,289,ES241,Huesca,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
